"Query","Intended Winner Page","Surface","Model","Date","Cited Sources","Answer Shape","Reused My Phrasing (Y/N)","Used My Logic (Y/N)","Gap Found","Patch Needed (Y/N)","Fix Recommendation","Progress Level (1-4)","Week-over-Week Change","Competitor Authority Signals","Gap Type","Primary Fix Type","Action Tier","Repo File Path","Edit Instruction","Week Over Week"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/sites/default/files/document/forms/i-693.pdf | https://www.health.state.mn.us/communities/rih/hcp/civilsurg.html | https://www.uscis.gov/i-693 | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://www.uscis.gov/sites/default/files/document/presentations/ImmigrationMedicalExamFormI-693.pdf","Requirement summary covering the civil surgeon, form, records, TB screening, and sealed submission, but ending before completion.","N","N","The target page is a broad exam explainer rather than a complete requirements checklist. The response is truncated, and the target page is absent from the citation set.","Y","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: H1 What is the USCIS medical exam, who performs it, and when is it used?; Direct answer opening || MISSING: An end-to-end I-693 requirements sequence covering form handling, vaccines, age-based testing, signatures, sealing, and submission || EDIT: Add H2 I-693 requirements checklist with numbered steps and a required-versus-conditional table; finish with what the applicant signs, what the civil surgeon seals, and a concise current-rule note.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","outperform","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: H1 What is the USCIS medical exam, who performs it, and when is it used?; Direct answer opening || MISSING: An end-to-end I-693 requirements sequence covering form handling, vaccines, age-based testing, signatures, sealing, and submission || EDIT: Add H2 I-693 requirements checklist with numbered steps and a required-versus-conditional table; finish with what the applicant signs, what the civil surgeon seals, and a concise current-rule note.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what happens at the uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english","theindustryguides.com","Perplexity","2026-09-25","https://www.uscisclinic.com/uscis/uscismore/ | https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://www.boundless.com/immigration-resources/preparing-for-the-medical-exam | https://www.uscisclinic.com/uscis/faq/ | https://njprimary.com/uscis-medical-examination/","Chronological appointment workflow covering history, examination, testing, form completion, and envelope handling.","N","N","The process is mostly covered, but the visible page opening does not expose a numbered sequence or clearly distinguish same-day steps from follow-up testing and envelope handling. The target page is absent from the citation set.","Y","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: H1 USCIS medical exam questions answered in plain English; Direct answer opening || MISSING: A numbered appointment walkthrough distinguishing routine steps, conditional testing, follow-up work, and sealed-envelope handling || EDIT: Add H2 What happens at the appointment? with H3s Before arrival, During the exam, If tests are ordered, and After the exam; end with a concise do-not-open and next-step box.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","structure","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: H1 USCIS medical exam questions answered in plain English; Direct answer opening || MISSING: A numbered appointment walkthrough distinguishing routine steps, conditional testing, follow-up work, and sealed-envelope handling || EDIT: Add H2 What happens at the appointment? with H3s Before arrival, During the exam, If tests are ordered, and After the exam; end with a concise do-not-open and next-step box.","L3→L3 → vs. 2026-09-18 (7d ago)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-6 | https://www.uscis.gov/archive/questions-and-answers-2009-update-to-the-tuberculosis-screening-required-for-adjustment-of-status | https://www.aila.org/aila-files/02C1D25E-889E-4020-B842-D99E5AE45119/08072569.pdf?1697590253 | https://www.uscisclinic.com/uscis/uscismore/ | https://siliconvalleymedicalclinic.com/uscis-i-693/ | https://www.civilsurgeonfinder.com/immigration-medical-exam/complete-guide","Direct answer plus age-based screening rule, positive-result workflow, chest X-ray and sputum escalation, and latent-versus-active TB distinction.","N","N","The page does not visibly provide the complete TB decision path and routes users away before explaining the practical next steps.","N","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: Age-2 screening rule, symptom and HIV exceptions, positive-screen-to-X-ray/sputum flow, latent-versus-active explanation, and clear next steps || EDIT: Put a concise answer above the routing copy, then add H2s for who is screened, what a positive result means, follow-up testing, and what to do next; link only to approved internal TB content and remove the competing-domain lead from the answer path.","1","L3→L1 ↓ vs. 2026-09-18 (7d ago)","civilsurgeonfinder.com","weak incumbent","completeness","outperform","insights/uscis-medical-015-what-if-i-need-tb-testing.html","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: Age-2 screening rule, symptom and HIV exceptions, positive-screen-to-X-ray/sputum flow, latent-versus-active explanation, and clear next steps || EDIT: Put a concise answer above the routing copy, then add H2s for who is screened, what a positive result means, follow-up testing, and what to do next; link only to approved internal TB content and remove the competing-domain lead from the answer path.","L3→L1 ↓ vs. 2026-09-18 (7d ago)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-4 | https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/i-693 | https://www.uscis.gov/sites/default/files/document/forms/i-693.pdf | https://lawyersimmigration.com/what-to-do-if-your-immigration-medical-exam-is-delayed-or-has-an-error/ | https://ina212.com/grounds-of-inadmissibility/immigration-medical-exam-problem/","Direct answer plus do-not-open warning, correction options, pre-filing and post-filing branches, RFE handling, and fraud or misrepresentation warning.","N","N","The page has the right topic but does not visibly surface a complete correction decision tree or clearly separate before-filing, sealed-envelope, and RFE scenarios.","N","FILEPATH: insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: A decision tree for clerical versus substantive errors, sealed-envelope handling, correction and resealing, post-filing RFEs, and the distinction between an innocent error and misrepresentation || EDIT: Lead with the immediate action, then add H2s for errors found before sealing, errors found after leaving the clinic, opened envelopes, USCIS RFEs, and when a new Form I-693 may be required; add a prominent do-not-open warning and a correction checklist.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","completeness","page fix","insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html","FILEPATH: insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: A decision tree for clerical versus substantive errors, sealed-envelope handling, correction and resealing, post-filing RFEs, and the distinction between an innocent error and misrepresentation || EDIT: Lead with the immediate action, then add H2s for errors found before sealing, errors found after leaving the clinic, opened envelopes, USCIS RFEs, and when a new Form I-693 may be required; add a prominent do-not-open warning and a correction checklist.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what if i am missing vaccine records for uscis medical exam","https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-9 | https://www.uscis.gov/tools/designated-civil-surgeons/vaccination-requirements | https://www.uscis.gov/policy-manual/volume-9-part-d-chapter-3 | https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.janahealthcare.com/blog/immigration-medical-exam-understanding-the-required-vaccinations | https://immigrationmedical.com/vaccines-and-titers/vaccine-records/reconstruct-missing-vaccination-records-i-693","Direct answer plus record-recovery checklist, civil-surgeon review, titer and vaccine options, deficiency handling, and pre-submission or RFE next steps.","N","N","The page is directly relevant but does not visibly distinguish missing proof from missing vaccination, explain the limits of titers, or give a complete action sequence.","N","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: A prioritized records-recovery checklist, limits of titers, age-appropriate vaccine handling, deficiency notation, and steps to prevent an incomplete submission or RFE || EDIT: Add H2s for records to search for, what the civil surgeon can accept, when titers may help, when vaccination is needed, what happens when proof remains unavailable, and what to verify before the envelope is sealed.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","completeness","page fix","insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: Direct answer; no visible supporting H2s in supplied page || MISSING: A prioritized records-recovery checklist, limits of titers, age-appropriate vaccine handling, deficiency notation, and steps to prevent an incomplete submission or RFE || EDIT: Add H2s for records to search for, what the civil surgeon can accept, when titers may help, when vaccination is needed, what happens when proof remains unavailable, and what to verify before the envelope is sealed.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-3 | https://www.uscis.gov/sites/default/files/document/presentations/ImmigrationMedicalExamFormI-693.pdf | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://travel.state.gov/content/travel/en/us-visas/immigrate/the-immigrant-visa-process/step-10-prepare-for-the-interview/medical-examination-faqs.html | https://www.uscis.gov/sites/default/files/document/forms/i-693.pdf","Direct definition with provider and timing split","Y","N","The visible page has the correct title and routing boilerplate but does not develop the definition, provider distinction, or timing answer.","N","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Direct answer; no developed question-specific H2s visible || MISSING: A concise definition, civil surgeon versus panel physician distinction, timing, Form I-693 context, and exam scope || EDIT: Replace the thin Direct answer lead with a 100–150-word answer, then add H2s for 'Who performs the exam?' and 'When is it used?' with a short in-U.S. versus outside-U.S. comparison and relevant internal-guide links.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: Direct answer; no developed question-specific H2s visible || MISSING: A concise definition, civil surgeon versus panel physician distinction, timing, Form I-693 context, and exam scope || EDIT: Replace the thin Direct answer lead with a 100–150-word answer, then add H2s for 'Who performs the exam?' and 'When is it used?' with a short in-U.S. versus outside-U.S. comparison and relevant internal-guide links.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what specific questions does the civil surgeon ask during the interview","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english","theindustryguides.com","Perplexity","2026-09-25","https://www.cdc.gov/immigrant-refugee-health/hcp/civil-surgeons/mental-health.html | https://www.webmd.com/a-to-z-guides/what-is-a-civil-surgeon | https://interviewprep.org/surgeon-interview-questions/ | https://au.indeed.com/career-advice/interviewing/surgeon-interview-questions | https://uk.indeed.com/career-advice/interviewing/surgeon-interview-questions | https://www.indeed.com/career-advice/interviewing/general-surgery-interview-questions","Plain-English FAQ with categorized question bullets","Y","N","The page title matches the query, but the visible content does not list the questions or explain the interview scope.","N","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Direct answer; no developed question-category H2s visible || MISSING: Grouped questions about health history, mental health, substance use, hospitalization, treatment, harmful behavior, and the mental-status check || EDIT: Add a direct answer stating that questioning varies by case, then add H2s for 'Health history questions,' 'Substance-use and behavior questions,' and 'What the mental-status check covers'; use scannable bullets and a non-alarmist explanation of when records may be requested.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","practicetestgeeks.com","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: Direct answer; no developed question-category H2s visible || MISSING: Grouped questions about health history, mental health, substance use, hospitalization, treatment, harmful behavior, and the mental-status check || EDIT: Add a direct answer stating that questioning varies by case, then add H2s for 'Health history questions,' 'Substance-use and behavior questions,' and 'What the mental-status check covers'; use scannable bullets and a non-alarmist explanation of when records may be requested.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"what to do if doctor forgot to sign uscis medical exam","https://theindustryguides.com/insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now","theindustryguides.com","Perplexity","2026-09-25","https://www.uscis.gov/policy-manual/volume-8-part-b-chapter-4 | https://www.uscis.gov/sites/default/files/document/forms/i-693.pdf | https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor | https://www.uscis.gov/policy-manual/volume-8-part-c-chapter-3 | https://www.uscis.gov/sites/default/files/document/forms/i-693instr.pdf | https://fitenkolaw.com/blog/uscis-medical-exam-i-693-civil-surgeon","Urgent pre-submission versus RFE decision tree with checklist","Y","N","The visible page identifies the issue but does not show the corrective workflow, RFE branch, or sealed-envelope safeguards.","N","FILEPATH: insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html || CURRENT: Direct answer; no visible correction decision-tree H2s || MISSING: Separate pre-submission and RFE workflows, a warning not to edit or open the packet, and a signature/seal verification checklist || EDIT: Put a three-step action box above the fold—contact the civil surgeon, obtain the correction or a new sealed Form I-693, and follow any RFE deadline—then add H2s for 'If you have not filed,' 'If USCIS issued an RFE,' and 'Check before submitting.'","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html","FILEPATH: insights/uscis-medical-delays-rfe-003-doctor-forgot-to-sign-what-now.html || CURRENT: Direct answer; no visible correction decision-tree H2s || MISSING: Separate pre-submission and RFE workflows, a warning not to edit or open the packet, and a signature/seal verification checklist || EDIT: Put a three-step action box above the fold—contact the civil surgeon, obtain the correction or a new sealed Form I-693, and follow any RFE deadline—then add H2s for 'If you have not filed,' 'If USCIS issued an RFE,' and 'Check before submitting.'","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"can i go to my regular family doctor for the uscis medical exam","https://theindustryguides.com/uscis-medical/","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","Direct answer → civil-surgeon eligibility check → call-the-office next step; truncated","N","N","The answer is cut off after the first action step and does not finish the verification path or clearly distinguish treating patients from signing Form I-693.","Y","FILEPATH: uscis-medical/index.html || CURRENT: H2 “USCIS Medical Exam & Civil Surgeon 5-Step Framework”; H2 “Provider next step” || MISSING: A complete regular-doctor-versus-civil-surgeon decision path, verification steps, and a source citation || EDIT: Finish the cut-off section with “Yes, but only if the doctor is USCIS-designated,” explain that a regular family doctor cannot sign Form I-693 unless designated, add a short verification checklist, and cite https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","uscis-medical/index.html","FILEPATH: uscis-medical/index.html || CURRENT: H2 “USCIS Medical Exam & Civil Surgeon 5-Step Framework”; H2 “Provider next step” || MISSING: A complete regular-doctor-versus-civil-surgeon decision path, verification steps, and a source citation || EDIT: Finish the cut-off section with “Yes, but only if the doctor is USCIS-designated,” explain that a regular family doctor cannot sign Form I-693 unless designated, add a short verification checklist, and cite https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"do i need to fast before the immigration blood test","https://theindustryguides.com/insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","Direct answer → test rationale → exceptions; truncated before the clinic-specific caveat","N","N","The answer is mostly correct but is truncated, drifts into non-U.S. exams, and mentions HIV without a U.S.-specific qualification or completed clinic-instruction fallback.","Y","FILEPATH: insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html || CURRENT: H2 “What Bloodwork Is Usually Part Of The Immigration Medical Exam?”; H2 “Direct answer”; H2 “Why Fasting Is Usually Not Required” || MISSING: A complete U.S.-only fasting answer, accurate test scope, clinic-specific caveat, and inline citation || EDIT: Finish the exception section, remove Canada and other-country boilerplate, remove the unqualified HIV reference, state that fasting is generally not needed for U.S. I-693 bloodwork but the clinic or lab’s instructions control, and add an inline citation to https://theindustryguides.com/insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.","3","L3→L3 → vs. 2026-09-18 (7d ago)","immigration-medical-exam.com","strong incumbent","clarity","outperform","insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html","FILEPATH: insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.html || CURRENT: H2 “What Bloodwork Is Usually Part Of The Immigration Medical Exam?”; H2 “Direct answer”; H2 “Why Fasting Is Usually Not Required” || MISSING: A complete U.S.-only fasting answer, accurate test scope, clinic-specific caveat, and inline citation || EDIT: Finish the exception section, remove Canada and other-country boilerplate, remove the unqualified HIV reference, state that fasting is generally not needed for U.S. I-693 bloodwork but the clinic or lab’s instructions control, and add an inline citation to https://theindustryguides.com/insights/uscis-medical-vaccines-labs-004-what-bloodwork-is-usually-part-of-the-immigration-medical-exam.","L3→L3 → vs. 2026-09-18 (7d ago)"
"does health insurance cover the immigration medical exam","https://theindustryguides.com/insights/uscis-medical-cost-009-can-insurance-cover-any-part","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","Direct answer → exclusions → possible lab or benefit exceptions; truncated","N","N","The explanation is incomplete, includes a broad fee range without support, and does not finish the guidance on labs, vaccines, insurer verification, or written quotes.","Y","FILEPATH: insights/uscis-medical-cost-009-can-insurance-cover-any-part.html || CURRENT: H2 “Can insurance cover any part?”; H2 “Direct answer”; H2 “What Insurance Will NOT Cover” || MISSING: A complete distinction between exam, labs, and vaccines, insurer-verification steps, written-quote guidance, and inline citation || EDIT: Finish the coverage analysis by explaining that the civil-surgeon administrative fee is commonly self-pay while labs or vaccines may depend on the plan and network, qualify or remove the unsupported fee range, tell readers to call both the insurer and clinic, request a written quote, and cite https://theindustryguides.com/insights/uscis-medical-cost-009-can-insurance-cover-any-part.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","strong incumbent","completeness","outperform","insights/uscis-medical-cost-009-can-insurance-cover-any-part.html","FILEPATH: insights/uscis-medical-cost-009-can-insurance-cover-any-part.html || CURRENT: H2 “Can insurance cover any part?”; H2 “Direct answer”; H2 “What Insurance Will NOT Cover” || MISSING: A complete distinction between exam, labs, and vaccines, insurer-verification steps, written-quote guidance, and inline citation || EDIT: Finish the coverage analysis by explaining that the civil-surgeon administrative fee is commonly self-pay while labs or vaccines may depend on the plan and network, qualify or remove the unsupported fee range, tell readers to call both the insurer and clinic, request a written quote, and cite https://theindustryguides.com/insights/uscis-medical-cost-009-can-insurance-cover-any-part.","L3→L3 → vs. 2026-09-18 (7d ago)"
"how long is the I-693 medical exam valid for green card application","https://theindustryguides.com/insights/uscis-medical-008-how-long-is-the-medical-exam-valid","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","direct rule split with an exception note","N","N","The core signature-date rule is answered, but the response ends during the officer-discretion exception and provides no citation.","Y","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: How long is the medical exam valid?; Direct answer || MISSING: a complete current-policy exception section and source-backed citations || EDIT: Finish the officer-discretion explanation, add a dated signed-before/signed-after rule table, and place inline citations next to each validity rule.","3","L3→L3 → vs. 2026-09-18 (7d ago)","uscis.gov","strong incumbent","authority","page fix","insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html","FILEPATH: insights/uscis-medical-008-how-long-is-the-medical-exam-valid.html || CURRENT: How long is the medical exam valid?; Direct answer || MISSING: a complete current-policy exception section and source-backed citations || EDIT: Finish the officer-discretion explanation, add a dated signed-before/signed-after rule table, and place inline citations next to each validity rule.","L3→L3 → vs. 2026-09-18 (7d ago)"
"how much does the i-693 medical exam cost in 2026","https://theindustryguides.com/insights/uscis-medical-009-how-much-does-the-exam-cost","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","direct cost estimate with a partial line-item breakdown","N","N","The answer gives a useful broad range and separates the government fee from clinic charges, but it is not sufficiently specific to 2026 and ends before covering all likely extras.","Y","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: How much does the exam cost?; Direct answer || MISSING: a complete 2026 line-item cost breakdown and evidence for the stated range || EDIT: Add a 2026 price table for the exam, labs, vaccines, and follow-up visits, label estimates by location, and add inline source citations.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","completeness","page fix","insights/uscis-medical-009-how-much-does-the-exam-cost.html","FILEPATH: insights/uscis-medical-009-how-much-does-the-exam-cost.html || CURRENT: How much does the exam cost?; Direct answer || MISSING: a complete 2026 line-item cost breakdown and evidence for the stated range || EDIT: Add a 2026 price table for the exam, labs, vaccines, and follow-up visits, label estimates by location, and add inline source citations.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"how to avoid RFE delays after submitting I-693 medical exam","https://theindustryguides.com/uscis-medical/delays-rfe/","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","phased checklist focused first on prevention","N","N","The response begins with pre-submission error prevention even though the query asks what to do after submission; the visible answer does not yet provide a complete RFE-response workflow or deadline guidance.","Y","FILEPATH: uscis-medical/delays-rfe/index.html || CURRENT: USCIS: Delays & RFEs; Use the canonical local guide before acting || MISSING: the after-submission RFE response path, deadline controls, and source-backed citations || EDIT: Add a clearly labeled After You Submit section with notice triage, an evidence checklist, a response-deadline tracker, clinic-correction steps, and inline citations.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","medium incumbent","completeness","page fix","uscis-medical/delays-rfe/index.html","FILEPATH: uscis-medical/delays-rfe/index.html || CURRENT: USCIS: Delays & RFEs; Use the canonical local guide before acting || MISSING: the after-submission RFE response path, deadline controls, and source-backed citations || EDIT: Add a clearly labeled After You Submit section with notice triage, an evidence checklist, a response-deadline tracker, clinic-correction steps, and inline citations.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"how to get the sealed I-693 medical exam envelope safely","https://theindustryguides.com/insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","partial numbered workflow","N","N","The response stops before the core safe-handling instructions and contains no citations.","N","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Complete envelope pickup, seal inspection, do-not-open guidance, and damaged-envelope correction steps || EDIT: Add H2s for Before booking, At pickup, Never open the envelope, and If the seal is damaged; finish with a short safety checklist and contextual links to authorization, corrections, and after-exam filing guidance.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Complete envelope pickup, seal inspection, do-not-open guidance, and damaged-envelope correction steps || EDIT: Add H2s for Before booking, At pickup, Never open the envelope, and If the seal is damaged; finish with a short safety checklist and contextual links to authorization, corrections, and after-exam filing guidance.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","partial verification checklist","N","N","The answer covers the initial search step but cuts off during specific-doctor verification and has no citations.","N","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Completion of the verification process, provider/name/address matching, dated authorization checks, documentation to retain, and clinic red flags || EDIT: Finish the numbered workflow with a match-the-provider checklist, call-ahead questions, evidence to save, and red flags such as a clinic refusing to identify the signing doctor; add contextual links to authorization and clinic-selection guidance.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","authority","page fix","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Completion of the verification process, provider/name/address matching, dated authorization checks, documentation to retain, and clinic red flags || EDIT: Finish the numbered workflow with a match-the-provider checklist, call-ahead questions, evidence to save, and red flags such as a clinic refusing to identify the signing doctor; add contextual links to authorization and clinic-selection guidance.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
"list of items to bring to uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam","theindustryguides.com","Gemini 1.5 Flash","2026-09-25","","partial categorized checklist","N","N","The checklist is useful but ends mid-item and omits several appointment-readiness categories; no citations are present.","N","FILEPATH: insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Vaccine and lab records, translations, payment, interpreter needs, medical history, and backup-copy guidance || EDIT: Replace the partial list with H2s for Identification, USCIS forms, Vaccine and lab records, Translations, Payment, and Accessibility; add a print-ready final checklist and contextual links to records, vaccines, TB, and process guidance.","2","L3→L2 ↓ vs. 2026-09-18 (7d ago)","uscis.gov","weak incumbent","completeness","page fix","insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html","FILEPATH: insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html || CURRENT: No supporting H2s shown; only a Direct answer block || MISSING: Vaccine and lab records, translations, payment, interpreter needs, medical history, and backup-copy guidance || EDIT: Replace the partial list with H2s for Identification, USCIS forms, Vaccine and lab records, Translations, Payment, and Accessibility; add a print-ready final checklist and contextual links to records, vaccines, TB, and process guidance.","L3→L2 ↓ vs. 2026-09-18 (7d ago)"
