Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Perplexity","2026-08-21","","Source-backed official guidance excerpt with supporting appointment-preparation details","Y","N","This is a level-4 response because it cites sources, including first-party USCIS sources, and directly establishes the core designation rule. The incumbent needs authoritative sourcing, not merely more paraphrased advice, to compete for citation selection.","Yes — add authoritative, first-party-supported claims and a direct verification workflow.","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Generic comparison framing with no visible first-party verification evidence || MISSING: First-party authority establishing USCIS designation requirements and an explicit named-doctor verification method || EDIT: Add an official verification section with first-party sourcing and a concise locator-to-doctor-match workflow before ancillary appointment-preparation information.","4","L2→L4 ↑ vs. 2026-08-14 (7d ago)","No direct domain citations captured","weak incumbent","authority","authority required","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Add a visibly labeled ""Official verification rule"" section under the Direct answer that states the exam must be performed by a USCIS-designated civil surgeon and provides an on-page explanation of how to verify the named doctor. Support the claim with first-party authority before adding secondary clinic content; retain a concise documents-to-bring sidebar only as supporting material.","L2→L4 ↑ vs. 2026-08-14 (7d ago)"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Step-by-step verification guide plus call script and red-flag list","Y","N","The response is operationally richer than the sampled page, but it has no citations. Its observable overlap is query/title phrasing rather than demonstrated reuse of incumbent-specific logic.","Yes — add the actionable verification workflow and use authoritative support for factual rules.","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Generic comparison language and outbound workflow routing || MISSING: A named-doctor verification checklist, call questions, and clearly separated red flags || EDIT: Add a four-step pre-booking checklist, a three-question call script, and a red-flags box beneath the Direct answer.","2","L1→L2 ↑ vs. 2026-08-14 (7d ago)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Under the Direct answer, publish a ""Before you schedule"" checklist that instructs users to verify the individual signing doctor in the locator, ask whether that doctor will sign Form I-693, confirm current form handling, and treat an unlisted doctor or unsealed-envelope offer as a red flag. Keep state-license checking explicitly optional and separate from USCIS designation.","L1→L2 ↑ vs. 2026-08-14 (7d ago)"
"list of items to bring to uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Appointment-preparation packing list","Y","N","The response directly answers the packing-list intent, whereas the sampled page presents generic decision-path language rather than a usable checklist. The overlap is title/query phrasing only.","Yes — align the page body and canonical page targeting with the documents-to-bring intent.","FILEPATH: uscis-medical/index.html || CURRENT: A generic proceed/compare/pause framework despite the sampled content being for an appointment-documents answer || MISSING: A prioritized, appointment-ready packing list with required versus conditional items || EDIT: Add a three-part checklist for required documents, condition-specific records, and clinic-confirmation items, with Form I-693 signing guidance.","2","L1→L2 ↑ vs. 2026-08-14 (7d ago)","No direct domain citations captured","weak incumbent","structure","page fix","uscis-medical/index.html","Replace the conditional three-path Direct answer with a scannable ""Bring these items"" checklist organized into required items, bring-if-applicable records, and confirm-with-the-clinic items. Include photo ID, vaccination records, Form I-693 handling instructions, payment, and condition-specific records; state that the clinic can confirm any additional requirements.","L1→L2 ↑ vs. 2026-08-14 (7d ago)"
"list of items to bring to uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html","theindustryguides.com","Perplexity","2026-08-21","External first-party USCIS sources are cited; no permitted-list target URL is cited.","Official-source excerpt plus Form I-693 instructions; document-and-envelope checklist","N","N","The cited official material directly answers the query, while the page provides no usable list of appointment items and prioritizes an off-domain handoff.","Yes — substantive checklist and first-party-source support are needed.","FILEPATH: uscis-medical/index.html || CURRENT: A generic routing-first answer that says to proceed, compare, or pause and sends users to another domain || MISSING: The actual appointment document checklist, Form I-693 signing instruction, and sealed-envelope handling answer sought by the query || EDIT: Replace the direct-answer block with a labeled checklist of ID, unsigned current I-693, vaccination records, relevant medical/TB records, and clinic-specific items; add a sealed-envelope warning and an internal related-reading link.","4","L1→L4 ↑ vs. 2026-08-14 (7d ago)","External first-party USCIS sources are cited; no permitted-list target URL is cited.","weak incumbent","completeness","authority required","uscis-medical/index.html","Replace the generic three-path direct answer with a scannable “Bring these items” checklist: photo ID; current Form I-693 with Part 1 completed but unsigned; vaccination records; relevant medical and TB-treatment records; and clinic-requested payment/photos. Add a short “Do not open the sealed envelope” callout and link internally to the sealing guide.","L1→L4 ↑ vs. 2026-08-14 (7d ago)"
"list of items to bring to uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-exam-day-documents-001-what-should-i-bring-to-the-immigration-medical-exam.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Comprehensive appointment checklist organized by ID/forms, vaccine records, medical history, and practical items","N","N","The response satisfies the checklist intent without citing sources, whereas the page does not answer that intent at all.","Yes — replace templated decision language with query-specific task content.","FILEPATH: uscis-medical/index.html || CURRENT: A generic proceed/compare/pause framework with no appointment-preparation details || MISSING: A directly usable, properly qualified list of documents and practical items to bring || EDIT: Insert a four-part appointment checklist covering photo ID and unsigned I-693, vaccination proof, relevant medical/TB documentation, and clinic-confirmed payment/photos/interpreter needs.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","uscis-medical/index.html","Add an H2, “USCIS medical exam appointment checklist,” immediately after the direct answer. Use four short groups: identification and I-693; vaccination records; condition-specific records; and clinic-specific practical items. Qualify age- and case-dependent items rather than presenting them as universal.","L1 (unchanged vs. 2026-08-14)"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Plain-English requirement overview covering authorized clinician, vaccines, testing, documents, and sealed submission","N","N","The response gives a complete requirements model; the intended page repeats the query language but supplies neither the underlying explanation nor an actionable process.","Yes — core explanatory content must be added.","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: A generic comparison-oriented direct answer and off-domain workflow handoff || MISSING: A factual explanation of I-693 requirements, civil-surgeon role, exam components, applicant documents, and sealed-form submission || EDIT: Replace the direct answer with a five-section I-693 requirements overview and add internal links to the existing documents, vaccines, TB-testing, and sealed-envelope articles.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Rebuild the first screen as a concise definition followed by five requirement sections: who performs the exam; who generally needs I-693; what to bring; what the civil surgeon evaluates; and what happens after completion. Include an age- and circumstance-dependent qualifier for vaccines and tests, then internally link to the dedicated documents, vaccines, TB, and envelope pages.","L1 (unchanged vs. 2026-08-14)"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Perplexity","2026-08-21","External primary USCIS form/page sources are cited; no permitted-list target URL is cited.","Form extract supplemented by source-result excerpts about I-693 medical-exam requirements","N","N","The response is source-cited and exposes form-specific requirements that the page does not contain, creating an authority and completeness deficit.","Yes — add authoritative, maintained requirement content rather than more routing copy.","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: A generic comparison statement without documentary requirements or source signals || MISSING: A current, authoritative explanation of I-693 eligibility paths, civil-surgeon completion, examination requirements, and sealed submission || EDIT: Add a clearly dated “Current I-693 requirements” section with source-backed statements on who completes the form, full-exam versus vaccination-record-only cases, required evaluation categories, and sealed filing; then link to internal detail pages.","4","L1→L4 ↑ vs. 2026-08-14 (7d ago)","External primary USCIS form/page sources are cited; no permitted-list target URL is cited.","weak incumbent","authority","authority required","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Add a source-backed “Current I-693 requirements” section before related intents. State the civil-surgeon requirement, distinguish full-exam and vaccination-record-only situations at a high level, explain that testing and vaccination determinations follow current requirements, and explain sealed submission. Link internally to the site's detailed validity, vaccines, and documents pages.","L1→L4 ↑ vs. 2026-08-14 (7d ago)"
"what are the requirements for the I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Detailed procedural explainer with appointment items, screening categories, vaccination conditions, and post-exam steps","N","N","The response provides a full answer structure that the page lacks, but it does not cite or demonstrably reuse the target page.","Yes — publish a structured, maintained requirements explainer.","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: A high-level generic comparison prompt with no actual I-693 requirement breakdown || MISSING: A structured explanation of clinician authorization, documents, screenings, conditional vaccinations, and post-exam filing || EDIT: Insert a requirement matrix that explains each stage and its applicant action, qualifies age- and guidance-dependent requirements, and ends with sealed-envelope handling and internal next-step links.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","structure","page fix","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Add a concise requirement matrix under the direct answer with columns for requirement, who it applies to, what the applicant brings or does, and what the civil surgeon completes. Avoid fixed universal vaccine and test claims; identify them as age-, medical-, and current-guidance-dependent. Finish with a sealed-envelope instruction and internal next-step links.","L1 (unchanged vs. 2026-08-14)"
"what happens at the uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Numbered appointment walkthrough with a bring-list, exam stages, follow-up triggers, and sealed-envelope outcome.","N","N","The page does not directly satisfy the appointment-process query; it frames the topic as comparison advice and routes users away instead of explaining the visit.","Yes — substantive answer replacement and removal of canonical handoff from the primary content path.","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: A generic comparison-oriented direct answer and an above-the-fold outbound canonical-workflow handoff || MISSING: A factual, user-first explanation of what occurs before, during, and after the USCIS medical appointment || EDIT: Add a clearly labeled “What happens at the appointment” section directly under the H1 with six numbered stages, a document checklist, a follow-up/labs note, and sealed-envelope instructions; demote outbound routing below the substantive answer.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Replace the generic “Direct answer” paragraph immediately below the H1 with a concise appointment timeline: civil-surgeon booking, documents to bring, history/vaccine review, examination and any required labs, what can delay completion, and how the I-693 sealed envelope is handled. Remove the outbound “official local guide” routing block from the primary answer path.","L1 (unchanged vs. 2026-08-14)"
"what happens at the uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","Perplexity","2026-08-21","","Numbered appointment walkthrough with a bring-list, exam stages, follow-up triggers, and sealed-envelope outcome.","N","N","The cited response relies on outside sources rather than the intended page, whose visible content remains a generic routing and comparison template rather than an appointment guide.","Yes — substantive answer replacement and removal of canonical handoff from the primary content path.","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: A generic comparison-oriented direct answer and an above-the-fold outbound canonical-workflow handoff || MISSING: A factual, user-first explanation of what occurs before, during, and after the USCIS medical appointment || EDIT: Add a clearly labeled “What happens at the appointment” section directly under the H1 with six numbered stages, a document checklist, a follow-up/labs note, and sealed-envelope instructions; demote outbound routing below the substantive answer.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Replace the generic “Direct answer” paragraph immediately below the H1 with a concise appointment timeline: civil-surgeon booking, documents to bring, history/vaccine review, examination and any required labs, what can delay completion, and how the I-693 sealed envelope is handled. Remove the outbound “official local guide” routing block from the primary answer path.","L1 (unchanged vs. 2026-08-14)"
"what happens at the uscis medical exam appointment","https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Numbered appointment walkthrough with a bring-list, exam stages, follow-up triggers, and sealed-envelope outcome.","N","N","The response supplies a detailed process, but the intended page’s visible copy does not provide that process or a reusable answer structure.","Yes — substantive answer replacement and removal of canonical handoff from the primary content path.","FILEPATH: insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html || CURRENT: A generic comparison-oriented direct answer and an above-the-fold outbound canonical-workflow handoff || MISSING: A factual, user-first explanation of what occurs before, during, and after the USCIS medical appointment || EDIT: Add a clearly labeled “What happens at the appointment” section directly under the H1 with six numbered stages, a document checklist, a follow-up/labs note, and sealed-envelope instructions; demote outbound routing below the substantive answer.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html","Replace the generic “Direct answer” paragraph immediately below the H1 with a concise appointment timeline: civil-surgeon booking, documents to bring, history/vaccine review, examination and any required labs, what can delay completion, and how the I-693 sealed envelope is handled. Remove the outbound “official local guide” routing block from the primary answer path.","L1 (unchanged vs. 2026-08-14)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Conditional TB-testing flow: civil-surgeon assessment, initial screening, result branches, chest X-ray/referral branch, and I-693 documentation.","N","N","The page names the TB-testing question but does not visibly provide the result-dependent workflow that users and model answers need.","Yes — add a complete, authority-reviewed TB workflow and remove the primary-path handoff.","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: A generic decision-support introduction and an outbound canonical-workflow handoff || MISSING: A plain-English TB screening pathway with negative-result, positive-result, chest-X-ray, referral, and I-693 documentation branches || EDIT: Add a “If you need TB testing: what happens next” decision tree directly after the H1, then add a short preparation checklist and a clearly separated urgent-symptoms/follow-up note; move routing links below the answer.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Replace the comparison-only direct answer with a decision-tree section immediately below the H1: who may need initial screening, what the clinic records, what follows a positive result or symptoms, and how results affect completion of the medical packet. Keep time-sensitive medical requirements attributed to authoritative source material before publishing.","L1 (unchanged vs. 2026-08-14)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","Perplexity","2026-08-21","","Conditional TB-testing flow: civil-surgeon assessment, initial screening, result branches, chest X-ray/referral branch, and I-693 documentation.","N","N","Although the model cites external material, it does not cite or reuse the intended page; the page’s visible content is insufficiently specific to win the TB-testing workflow citation.","Yes — add a complete, authority-reviewed TB workflow and remove the primary-path handoff.","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: A generic decision-support introduction and an outbound canonical-workflow handoff || MISSING: A plain-English TB screening pathway with negative-result, positive-result, chest-X-ray, referral, and I-693 documentation branches || EDIT: Add a “If you need TB testing: what happens next” decision tree directly after the H1, then add a short preparation checklist and a clearly separated urgent-symptoms/follow-up note; move routing links below the answer.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Replace the comparison-only direct answer with a decision-tree section immediately below the H1: who may need initial screening, what the clinic records, what follows a positive result or symptoms, and how results affect completion of the medical packet. Keep time-sensitive medical requirements attributed to authoritative source material before publishing.","L1 (unchanged vs. 2026-08-14)"
"what happens if I need a TB test for my USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-015-what-if-i-need-tb-testing.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Step-by-step explainer with negative/positive-result scenario branches and a practical checklist","N","N","The intended page has a weak, templated answer and does not cover the substantive TB-testing workflow that the response addresses.","Yes — substantive replacement of the direct-answer section is needed.","FILEPATH: insights/uscis-medical-015-what-if-i-need-tb-testing.html || CURRENT: Generic comparison boilerplate and an incomplete numbered framework that does not explain TB-test outcomes || MISSING: A user-facing TB testing decision path covering IGRA, negative versus positive results, chest X-ray escalation, and effect on I-693 completion || EDIT: Replace the boilerplate with a clearly labeled TB workflow, scenario-based next steps, timing caveats, and an internal link to the TB testing guide.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","insights/uscis-medical-015-what-if-i-need-tb-testing.html","Replace the boilerplate Direct answer and named-framework sections with a concise TB workflow: IGRA eligibility, negative-result next step, positive-result chest-X-ray branch, abnormal-X-ray/public-health referral branch, expected timing, and a short 'what to bring/ask the civil surgeon' checklist. Add an internal link to the TB-testing cluster page.","L1 (unchanged vs. 2026-08-14)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Numbered corrective-action checklist","N","N","The page’s visible answer is template language rather than a correction process, while the model provides a generic but relevant action sequence.","Yes — replace the templated answer with task-specific correction guidance.","FILEPATH: uscis-medical/index.html || CURRENT: Repetitive proceed/compare/pause template that names the absence of a correction process but does not provide one || MISSING: An actionable I-693 error-correction workflow organized by discovery stage and error type || EDIT: Replace the template with a first-actions decision tree, pre-submission/post-submission/RFE branches, and a common-errors correction table.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","uscis-medical/index.html","At the top of the correction article, add a 'Do this first' decision tree: identify the defect from the applicant copy, do not open a sealed packet, contact the civil surgeon, distinguish pre-filing from post-filing correction, and follow any RFE instructions by its deadline. Follow with a table for signatures, names/dates, vaccine entries, and sealed-envelope issues.","L1 (unchanged vs. 2026-08-14)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html","theindustryguides.com","Perplexity","2026-08-21","","Source-led document excerpt with supplementary search-result snippets","N","N","The response includes citations and authoritative-source material, but the target page lacks both a substantive correction workflow and visible evidence support. The response itself does not cite the intended Industry Guides page.","Yes — a source-supported rewrite is required to compete with cited answers.","FILEPATH: uscis-medical/index.html || CURRENT: Generic proceed/compare/pause boilerplate with no supported correction workflow || MISSING: A credible, source-supported explanation of USCIS handling, sealed-envelope rules, and correction paths for I-693 defects || EDIT: Add a dated correction decision tree with authoritative citations, error-specific actions, RFE-response handling, and a concise document-retention checklist.","4","L1→L4 ↑ vs. 2026-08-14 (7d ago)","No direct domain citations captured","weak incumbent","authority","authority required","uscis-medical/index.html","Rebuild the correction article around a cited, date-reviewed correction protocol rather than generic routing text. Include a decision tree for unopened sealed packets, already-submitted forms, RFEs, missing signatures, wrong dates, and incorrect form versions; clearly distinguish facts requiring authoritative support from clinic-process suggestions.","L1→L4 ↑ vs. 2026-08-14 (7d ago)"
"what happens if there is a mistake on my I-693 form","https://theindustryguides.com/insights/uscis-medical-correction-mistakes-001-what-if-the-civil-surgeon-made-a-mistake-on-my-i-693.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Scenario-based explainer with common-errors list and pre-/post-submission/RFE branches","N","N","The response supplies a detailed correction logic that the visible page does not contain; however, there is no material phrase reuse or attribution to the intended page.","Yes — substantive, task-specific content must replace template copy.","FILEPATH: uscis-medical/index.html || CURRENT: Repeated proceed/compare/pause wording and no usable correction instructions || MISSING: A scenario-specific I-693 mistake workflow covering sealed packets, civil-surgeon corrections, filing status, and RFE actions || EDIT: Publish a structured correction playbook with discovery-stage branches, error examples, and a pre-sealing review checklist.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","completeness","page fix","uscis-medical/index.html","Replace the repetitive direct answer with a correction playbook: common defects, a 'do not open the envelope' warning, separate branches for before filing, after filing, and after an RFE, plus a final checklist for reviewing the applicant copy before sealing.","L1 (unchanged vs. 2026-08-14)"
"what if i am missing vaccine records for uscis medical exam","https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Numbered practical checklist covering records, titers, vaccines, and documentation","N","N","The incumbent is directly mismatched to the query: it discusses choosing a civil surgeon instead of resolving missing vaccination documentation.","Yes — correct the query-to-content mismatch before adding supporting detail.","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: A mismatched civil-surgeon-selection answer that does not address missing vaccine records || MISSING: A clear workflow for incomplete records, record review, possible immunity testing, needed vaccines, and I-693 documentation || EDIT: Replace the direct answer with a missing-vaccine-records checklist and link internally to the related no-records and vaccine-next-step pages.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","weak incumbent","clarity","page fix","insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","Replace the civil-surgeon-selection boilerplate in the direct answer with a missing-records workflow: bring every available record, have the civil surgeon assess age-appropriate requirements, explain when immunity testing may be considered, explain vaccination documentation, and note that waiver decisions require case-specific professional assessment. Link to the vaccine-records and vaccine-need articles.","L1 (unchanged vs. 2026-08-14)"
"what if i am missing vaccine records for uscis medical exam","https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","theindustryguides.com","Perplexity","2026-08-21","","Direct-answer explainer with options, exceptions, and next steps","N","N","The response answered the vaccine-records question substantively, while the intended page does not address the question and instead routes readers to provider selection. The response cited sources, but none cited the intended winner.","Yes—full intent replacement plus authoritative sourcing is required.","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: The direct answer redirects users to civil-surgeon comparison and an external canonical workflow domain || MISSING: An accurate missing-vaccine-records decision path, including records, testing, vaccination, exceptions, timing, and supported authority signals || EDIT: Replace the direct answer with a source-supported step-by-step missing-records workflow and link internally to https://theindustryguides.com/insights/uscis-medical-024-what-to-do-if-you-have-no-records.html.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","no incumbent","authority","authority required","insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","Replace the existing Direct answer paragraph with a missing-records workflow: bring every available record; ask the civil surgeon which records are acceptable; explain record review, immunity testing where appropriate, age-appropriate vaccination, and blanket-waiver situations; add a short cost/timing warning and an internal related-reading link to https://theindustryguides.com/insights/uscis-medical-024-what-to-do-if-you-have-no-records.html.","L1 (unchanged vs. 2026-08-14)"
"what if i am missing vaccine records for uscis medical exam","https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-21","","Step-by-step practical guidance with alternatives and summary checklist","N","N","The response supplied a detailed workflow not present on the target page. It did not cite or reuse the intended page, and the target’s off-intent routing gives it no usable answer structure to reuse.","Yes—full intent replacement plus authoritative sourcing is required.","FILEPATH: insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html || CURRENT: The page has a provider-comparison redirect instead of an answer about missing vaccine records || MISSING: The user’s operational options and authoritative qualification of vaccine, titer, and waiver claims || EDIT: Publish a complete missing-records workflow with qualified, source-supported guidance and retain the page as the canonical intent destination.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","no incumbent","authority","authority required","insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html","Add a clearly labeled “If you have no vaccine records” section immediately after the H1. Cover alternative record retrieval, civil-surgeon review, immunity testing only when accepted, missing-dose vaccination, age/medical/seasonal exceptions, and what to bring. Link to https://theindustryguides.com/insights/uscis-medical-014-what-if-i-m-missing-vaccine-records.html only after that page is rebuilt as the canonical answer.","L1 (unchanged vs. 2026-08-14)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","OpenAI GPT-4o","2026-08-21","","Definition, purpose, components, provider distinction, and filing context","N","N","The response directly answered what the exam is and who performs it; the target page contains neither explanation nor a usable provider distinction. No intended-page citation, distinctive phrasing, or target-page reasoning was reused.","Yes—replace the off-intent direct answer and add authoritative source support.","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: The page repeats the query and gives generic option-comparison language with an external canonical handoff || MISSING: A factual definition, the civil-surgeon versus panel-physician distinction, exam components, and when the exam is used || EDIT: Replace the direct answer with a source-supported explainer and add internal links to https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html and https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","no incumbent","authority","authority required","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Replace the Direct answer with a concise definition of the I-693 immigration medical examination, state its immigration-health purpose, distinguish USCIS-designated civil surgeons for U.S.-based cases from panel physicians for overseas cases, and include a short “when it is used” section. Add internal reading links to https://theindustryguides.com/insights/uscis-medical-002-uscis-medical-exam-questions-answered-in-plain-english.html and https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html.","L1 (unchanged vs. 2026-08-14)"
"what is the USCIS medical exam and who performs it","https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","theindustryguides.com","Perplexity","2026-08-21","","Quoted-source explainer defining the exam, provider eligibility, and typical components","N","N","The response contains useful sourced information but its citations are not to the intended winner. The intended page provides no comparable factual explanation to support citation, phrasing reuse, or logic reuse.","Yes—full content rebuild and authority enhancement required.","FILEPATH: insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html || CURRENT: The intended page uses generic comparison advice and sends the reader to another domain || MISSING: A source-supported explanation of the exam, authorized provider types, domestic versus overseas use, and Form I-693 context || EDIT: Publish a structured first-party explainer with explicit provider distinctions and internal topic-cluster links to https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html.","1","L1 (unchanged vs. 2026-08-14)","No direct domain citations captured","no incumbent","authority","authority required","insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html","Build a “What it is / Who performs it / When it is used / What happens next” answer directly below the H1. Make the civil-surgeon versus panel-physician distinction explicit, explain Form I-693’s role, and add links to https://theindustryguides.com/insights/uscis-medical-001-what-is-the-uscis-medical-exam-who-performs-it-and-when-is-it-used.html and https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html within the topic cluster.","L1 (unchanged vs. 2026-08-14)"
