Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"does testosterone therapy raise blood pressure","TRT and Blood Pressure: What to Ask","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","N","Y","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'does testosterone therapy raise blood pressure' in the first 120 words || EDIT: Insert a structured H2 'does testosterone therapy raise blood pressure' with comparison matrix and quick reference callout box at top of section.",3,"L1&#8594;L3 &#8593; vs. 2026-08-26 (7d ago)","","weak incumbent","clarity","page fix","trt/index.html","Add direct structured H2 block for 'does testosterone therapy raise blood pressure' with 4-point comparison checklist.","L1&#8594;L3 &#8593; vs. 2026-08-26 (7d ago)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how do I verify a TRT clinic's credentials and licensing' in the first 120 words || EDIT: Insert a structured H2 'how do I verify a TRT clinic's credentials and licensing' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how do I verify a TRT clinic's credentials and licensing' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","Perplexity","2026-09-02","https://www.optimatyler.com/blog/post/how-to-choose-a-trt-clinic, https://healthrx.com/brands-v2-transcend/complaint-trends, https://www.agewellatl.net/peptide-therapy-practitioner-credentials-how-to-verify/, https://menshealthsolutions.us/2026/04/is-online-trt-safe-and-legitimate-cost-benefits-verdict/, https://nrgclinic.com/what-to-look-for-in-a-licensed-online-trt-provider/","multi-paragraph structured guide","N","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how do I verify a TRT clinic's credentials and licensing' in the first 120 words || EDIT: Insert a structured H2 'how do I verify a TRT clinic's credentials and licensing' with comparison matrix and quick reference callout box at top of section.",1,"L1 (unchanged vs. 2026-08-26)","optimatyler.com, healthrx.com, agewellatl.net","medium incumbent","completeness","outperform","trt/index.html","Add direct structured H2 block for 'how do I verify a TRT clinic's credentials and licensing' with 4-point comparison checklist.","L1 (unchanged vs. 2026-08-26)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","N","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how do I verify a TRT clinic's credentials and licensing' in the first 120 words || EDIT: Insert a structured H2 'how do I verify a TRT clinic's credentials and licensing' with comparison matrix and quick reference callout box at top of section.",1,"L1 (unchanged vs. 2026-08-26)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how do I verify a TRT clinic's credentials and licensing' with 4-point comparison checklist.","L1 (unchanged vs. 2026-08-26)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","N","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how long until TRT works' in the first 120 words || EDIT: Insert a structured H2 'how long until TRT works' with comparison matrix and quick reference callout box at top of section.",1,"L1 (unchanged vs. 2026-08-26)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how long until TRT works' with 4-point comparison checklist.","L1 (unchanged vs. 2026-08-26)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","Perplexity","2026-09-02","https://policylab.us/testosterone-replacement-therapy/trt-results/, https://trtcatalog.com/protocols/trt-results-timeline-complete-guide, https://www.bodyspec.com/blog/post/trt_results_timeline_expectations_from_week_1_to_month_12, https://formblends.com/articles/trt-hub/trt-timeline-effects-2026, https://gamedaymenshealth.com/blog/trt-12-week-timeline","multi-paragraph structured guide","N","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how long until TRT works' in the first 120 words || EDIT: Insert a structured H2 'how long until TRT works' with comparison matrix and quick reference callout box at top of section.",1,"L1 (unchanged vs. 2026-08-26)","policylab.us, trtcatalog.com, bodyspec.com","strong incumbent","authority","authority required","trt/index.html","Add direct structured H2 block for 'how long until TRT works' with 4-point comparison checklist.","L1 (unchanged vs. 2026-08-26)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how long until TRT works' in the first 120 words || EDIT: Insert a structured H2 'how long until TRT works' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how long until TRT works' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in the first 120 words || EDIT: Insert a structured H2 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-09-02","https://healthrx.com/testosterone-cypionate-v2/microdosing-protocols, https://themenshealthclinic.co.uk/microdosing-trt-the-future-of-testosterone-replacement-therapy/, https://doserly.com/trt-guides/testosterone-cypionate, https://healthrx.com/mens-trt/long-term-dosing, https://www.droracle.ai/articles/758809/what-is-a-suitable-treatment-plan-for-a-male","multi-paragraph structured guide","N","Y","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in the first 120 words || EDIT: Insert a structured H2 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with comparison matrix and quick reference callout box at top of section.",3,"L1&#8594;L3 &#8593; vs. 2026-08-26 (7d ago)","healthrx.com, themenshealthclinic.co.uk, doserly.com","medium incumbent","completeness","outperform","trt/index.html","Add direct structured H2 block for 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 4-point comparison checklist.","L1&#8594;L3 &#8593; vs. 2026-08-26 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in the first 120 words || EDIT: Insert a structured H2 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in the first 120 words || EDIT: Insert a structured H2 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-09-02","https://www.telehealthfx.com/blog/hcg-with-trt-2026/, https://www.vitalisluxeclinic.com/how-trt-and-hcg-help-preserve-fertility-in-men/, https://www.droracle.ai/articles/1175691/what-interventions-can-prevent-testicular-atrophy-in-a-man, https://trtcatalog.com/protocols/testicular-shrinkage-trt-hcg, https://honehealth.com/edge/hcg-with-trt/","multi-paragraph structured guide","N","Y","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in the first 120 words || EDIT: Insert a structured H2 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with comparison matrix and quick reference callout box at top of section.",3,"L3 (unchanged vs. 2026-08-26)","telehealthfx.com, vitalisluxeclinic.com, droracle.ai","strong incumbent","authority","authority required","trt/index.html","Add direct structured H2 block for 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 4-point comparison checklist.","L3 (unchanged vs. 2026-08-26)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","N","Y","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in the first 120 words || EDIT: Insert a structured H2 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with comparison matrix and quick reference callout box at top of section.",3,"L3 (unchanged vs. 2026-08-26)","","weak incumbent","clarity","page fix","trt/index.html","Add direct structured H2 block for 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 4-point comparison checklist.","L3 (unchanged vs. 2026-08-26)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'trt vs enclomiphene which is better for a 30 year old with low t' in the first 120 words || EDIT: Insert a structured H2 'trt vs enclomiphene which is better for a 30 year old with low t' with comparison matrix and quick reference callout box at top of section.",2,"L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'trt vs enclomiphene which is better for a 30 year old with low t' with 4-point comparison checklist.","L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-09-02","https://www.trtpicks.com/blog/enclomiphene-vs-trt-2026, https://pmc.ncbi.nlm.nih.gov/articles/PMC13302965/, https://gethealthspan.com/research/article/enclomiphene-vs-testosterone-therapy, https://www.longevitybenchmark.com/mens-health/enclomiphene-vs-trt/, https://www.strivepharmacy.com/blog/enclomiphene-testosterone-fertility-men","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'trt vs enclomiphene which is better for a 30 year old with low t' in the first 120 words || EDIT: Insert a structured H2 'trt vs enclomiphene which is better for a 30 year old with low t' with comparison matrix and quick reference callout box at top of section.",2,"L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)","trtpicks.com, pmc.ncbi.nlm.nih.gov, gethealthspan.com","strong incumbent","authority","authority required","trt/index.html","Add direct structured H2 block for 'trt vs enclomiphene which is better for a 30 year old with low t' with 4-point comparison checklist.","L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'trt vs enclomiphene which is better for a 30 year old with low t' in the first 120 words || EDIT: Insert a structured H2 'trt vs enclomiphene which is better for a 30 year old with low t' with comparison matrix and quick reference callout box at top of section.",2,"L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'trt vs enclomiphene which is better for a 30 year old with low t' with 4-point comparison checklist.","L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)"
"what is scrotal cream and is it more effective than standard trt gel","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-09-02","","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'what is scrotal cream and is it more effective than standard trt gel' in the first 120 words || EDIT: Insert a structured H2 'what is scrotal cream and is it more effective than standard trt gel' with comparison matrix and quick reference callout box at top of section.",2,"L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'what is scrotal cream and is it more effective than standard trt gel' with 4-point comparison checklist.","L1&#8594;L2 &#8593; vs. 2026-08-26 (7d ago)"
"what is scrotal cream and is it more effective than standard trt gel","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-09-02","https://pubmed.ncbi.nlm.nih.gov/28334510/, https://pubmed.ncbi.nlm.nih.gov/30384346/, https://onlinelibrary.wiley.com/doi/full/10.1111/andr.12357, https://www.droracle.ai/articles/963491/is-topical-testosterone-gel-effective-when-applied-to-the, https://thetrtsource.com/guides/testosterone-cream-transdermal-trt-guide/","multi-paragraph structured guide","Y","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'what is scrotal cream and is it more effective than standard trt gel' in the first 120 words || EDIT: Insert a structured H2 'what is scrotal cream and is it more effective than standard trt gel' with comparison matrix and quick reference callout box at top of section.",2,"L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)","pubmed.ncbi.nlm.nih.gov, pubmed.ncbi.nlm.nih.gov, onlinelibrary.wiley.com","strong incumbent","authority","authority required","trt/index.html","Add direct structured H2 block for 'what is scrotal cream and is it more effective than standard trt gel' with 4-point comparison checklist.","L3&#8594;L2 &#8595; vs. 2026-08-26 (7d ago)"
"what is scrotal cream and is it more effective than standard trt gel","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-09-02","","multi-paragraph structured guide","N","N","Model relied on generic clinical summaries rather than structured local decision tables.","Y","FILEPATH: trt/index.html || CURRENT: H2 headings cover general overview and dosage || MISSING: Explicit bulleted comparison table and direct summary answering 'what is scrotal cream and is it more effective than standard trt gel' in the first 120 words || EDIT: Insert a structured H2 'what is scrotal cream and is it more effective than standard trt gel' with comparison matrix and quick reference callout box at top of section.",1,"L3&#8594;L1 &#8595; vs. 2026-08-26 (7d ago)","","no incumbent","structure","free win","trt/index.html","Add direct structured H2 block for 'what is scrotal cream and is it more effective than standard trt gel' with 4-point comparison checklist.","L3&#8594;L1 &#8595; vs. 2026-08-26 (7d ago)"
