Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week,Notes
"what to verify before booking concussion testing","https://theindustryguides.com/insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","theindustryguides.com","Perplexity","2026-08-06","","Concise pre-booking checklist with triage warning and cited preparation items.","N","Y","The response covers practical logistics and urgent escalation, while the intended page supplies only generic placeholder language instead of a concussion-specific verification checklist.","Y","FILEPATH: /insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Generic, duplicated decision-matrix rows that repeat a placeholder instruction and do not identify concussion-specific booking checks. || MISSING: A clinically cautious, source-supported booking checklist covering urgent-care diversion, provider/scope, assessment components, timing, records, cost/coverage, deliverables, and follow-up. || EDIT: Replace the current direct answer and both duplicated matrices with a scannable 'Before you book' checklist. Put an emergency red-flags callout first; then add a table with columns 'Ask the clinic,' 'Why it matters,' and 'Get it in writing' for clinician credentials, injury timing, in-person versus remote components, symptom/vestibular/cognitive evaluation scope, records to bring, insurance/referral, total charge, report/clearance letters, and follow-up/return-to-learn support. Add citations to authoritative clinical sources and a concise note that routine booking is not appropriate for worsening red-flag symptoms.","4","new","","strong incumbent","authority","authority required","insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","FILEPATH: /insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Generic, duplicated decision-matrix rows that repeat a placeholder instruction and do not identify concussion-specific booking checks. || MISSING: A clinically cautious, source-supported booking checklist covering urgent-care diversion, provider/scope, assessment components, timing, records, cost/coverage, deliverables, and follow-up. || EDIT: Replace the current direct answer and both duplicated matrices with a scannable 'Before you book' checklist. Put an emergency red-flags callout first; then add a table with columns 'Ask the clinic,' 'Why it matters,' and 'Get it in writing' for clinician credentials, injury timing, in-person versus remote components, symptom/vestibular/cognitive evaluation scope, records to bring, insurance/referral, total charge, report/clearance letters, and follow-up/return-to-learn support. Add citations to authoritative clinical sources and a concise note that routine booking is not appropriate for worsening red-flag symptoms.","new",""
"what to verify before booking concussion testing","https://theindustryguides.com/insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Detailed numbered checklist covering credentials, assessment type, baseline versus post-injury needs, cost, accommodations, environment, and ER red flags.","N","Y","This answer is substantially more complete and decision-oriented than the intended page, though it makes several uncited, overly definite claims about testing timing, pricing, and credentials.","Y","FILEPATH: /insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Repetitive generic matrix content with no usable concussion booking criteria. || MISSING: An actionable provider-comparison framework that distinguishes post-injury clinical assessment from baseline sports testing and identifies what a patient should confirm before paying or scheduling. || EDIT: Build a concise checklist immediately below the direct answer: first screen for emergency symptoms; then separate 'post-injury evaluation' from 'baseline testing.' Include written questions on clinician qualifications, what domains are assessed, whether interpretation and follow-up are included, timing expectations, referral/coverage, record transfer, return-to-school/work/sport documentation, and total cost. Avoid unsupported universal timing, price, credential, or legal-clearance claims; qualify recommendations and cite authoritative sources.","3","new","","medium incumbent","completeness","outperform","insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","FILEPATH: /insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Repetitive generic matrix content with no usable concussion booking criteria. || MISSING: An actionable provider-comparison framework that distinguishes post-injury clinical assessment from baseline sports testing and identifies what a patient should confirm before paying or scheduling. || EDIT: Build a concise checklist immediately below the direct answer: first screen for emergency symptoms; then separate 'post-injury evaluation' from 'baseline testing.' Include written questions on clinician qualifications, what domains are assessed, whether interpretation and follow-up are included, timing expectations, referral/coverage, record transfer, return-to-school/work/sport documentation, and total cost. Avoid unsupported universal timing, price, credential, or legal-clearance claims; qualify recommendations and cite authoritative sources.","new",""
"how much does a private neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","OpenAI GPT-4o","2026-08-06","","Brief cost-range answer with a few general price drivers and a prompt to ask providers about fees and insurance.","N","Y","The answer gives a useful high-level range, but it does not help a user compare all-in quotes or identify report, feedback, records, and accommodation-letter add-ons; the intended page currently fails to provide even the basic range.","Y","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: The cost tables contain irrelevant contingency-fee and trial-stage language, duplicated rows, and no neuropsychology-specific out-of-pocket estimate. || MISSING: A transparent cost-range answer plus a written-estimate checklist showing exactly which services and possible add-ons the quoted price covers. || EDIT: Replace both current cost tables with one evidence-supported table for brief, standard comprehensive, and complex/special-purpose evaluations. State that prices vary by location and scope rather than presenting a guaranteed price. Follow it with 'Ask for this in writing' bullets: intake, testing, scoring, record review, report, feedback visit, school/work letters, rush fees, cancellation fees, payment plan, insurance/out-of-network billing, and likely total. Add a short section distinguishing private clinical evaluation from school-based assessment and link internally to the listed cost, insurance, report, and estimate pages.","3","new","","weak incumbent","completeness","outperform","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: The cost tables contain irrelevant contingency-fee and trial-stage language, duplicated rows, and no neuropsychology-specific out-of-pocket estimate. || MISSING: A transparent cost-range answer plus a written-estimate checklist showing exactly which services and possible add-ons the quoted price covers. || EDIT: Replace both current cost tables with one evidence-supported table for brief, standard comprehensive, and complex/special-purpose evaluations. State that prices vary by location and scope rather than presenting a guaranteed price. Follow it with 'Ask for this in writing' bullets: intake, testing, scoring, record review, report, feedback visit, school/work letters, rush fees, cancellation fees, payment plan, insurance/out-of-network billing, and likely total. Add a short section distinguishing private clinical evaluation from school-based assessment and link internally to the listed cost, insurance, report, and estimate pages.","new",""
"how much does a private neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","Perplexity","2026-08-06","","Cited cost bands segmented by evaluation complexity, followed by a short list of principal cost drivers.","N","Y","The cited response offers clearer segmented ranges than the target page, but neither it nor the target gives users a complete all-in estimate checklist or distinguishes quoted self-pay cost from reimbursement.","Y","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: Duplicated, irrelevant contingency-fee wording appears in the comparison and cost tables rather than neuropsychological evaluation pricing guidance. || MISSING: A credible, current all-in out-of-pocket cost comparison and a method for comparing estimates across providers. || EDIT: Replace the malformed tables with a dated national-range guide labeled as illustrative, using sourced ranges for brief, comprehensive, and complex/forensic or educational evaluations. Add a quote-comparison checklist that asks whether the amount includes interview, test administration, scoring, clinician interpretation, record review, report, feedback, letters, travel/telehealth, rush delivery, and follow-up. Clearly separate provider self-pay price from potential out-of-network reimbursement and instruct readers to verify benefits directly with their plan. Cite higher-quality primary provider fee schedules and insurer materials rather than relying on anecdotal sources.","4","new","","strong incumbent","authority","authority required","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: Duplicated, irrelevant contingency-fee wording appears in the comparison and cost tables rather than neuropsychological evaluation pricing guidance. || MISSING: A credible, current all-in out-of-pocket cost comparison and a method for comparing estimates across providers. || EDIT: Replace the malformed tables with a dated national-range guide labeled as illustrative, using sourced ranges for brief, comprehensive, and complex/forensic or educational evaluations. Add a quote-comparison checklist that asks whether the amount includes interview, test administration, scoring, clinician interpretation, record review, report, feedback, letters, travel/telehealth, rush delivery, and follow-up. Clearly separate provider self-pay price from potential out-of-network reimbursement and instruct readers to verify benefits directly with their plan. Cite higher-quality primary provider fee schedules and insurer materials rather than relying on anecdotal sources.","new",""
"how much does a private neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Long explainer with price range, hourly framing, workflow-hour breakdown, cost drivers, reimbursement notes, and lower-cost alternatives.","N","Y","The response is highly useful in scope and organization, but its precise price, hour, reimbursement, and coverage assertions are uncited and too broad; the target page needs accurate, qualified versions of these decision aids.","Y","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: The page has malformed, duplicated tables containing unrelated legal contingency-fee copy and lacks a usable pricing answer. || MISSING: A structured, qualified explanation of out-of-pocket price, what drives it, what the quoted fee includes, and lower-cost paths. || EDIT: Replace the current direct answer and duplicated tables with an at-a-glance range table and sections titled 'What a quote should include,' 'What changes the price,' 'Insurance and out-of-network reimbursement,' and 'Lower-cost options.' Use cautious, sourced ranges; do not state that insurance almost never covers ADHD/learning evaluations or promise reimbursement percentages. Include a copyable script asking for the all-in estimate and each potential add-on before booking.","3","new","","medium incumbent","completeness","outperform","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","FILEPATH: /insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: The page has malformed, duplicated tables containing unrelated legal contingency-fee copy and lacks a usable pricing answer. || MISSING: A structured, qualified explanation of out-of-pocket price, what drives it, what the quoted fee includes, and lower-cost paths. || EDIT: Replace the current direct answer and duplicated tables with an at-a-glance range table and sections titled 'What a quote should include,' 'What changes the price,' 'Insurance and out-of-network reimbursement,' and 'Lower-cost options.' Use cautious, sourced ranges; do not state that insurance almost never covers ADHD/learning evaluations or promise reimbursement percentages. Include a copyable script asking for the all-in estimate and each potential add-on before booking.","new",""
"do I need a doctor referral for a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-019-do-i-need-a-referral.html","theindustryguides.com","OpenAI GPT-4o","2026-08-06","","Brief conditional overview with four general factors and a contact-your-insurer/clinic next step.","N","Y","The winner page does not give the conditional direct answer or the concrete insurer-and-clinic checks supplied by the response; its repeated table language is not decision-ready.","Y","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: A generic verification table that repeats the query and routes readers away rather than answering it. || MISSING: A plain-language distinction among self-referral, clinic intake requirements, insurer referral rules, and prior authorization. || EDIT: Immediately below the H1, add a direct-answer box: “You may be able to self-refer, but coverage and scheduling can still require separate steps.” Follow it with a four-row checklist for clinic policy, plan/referral requirement, prior authorization, and documentation purpose, plus a call script requesting written confirmation before booking.","3","new","","weak incumbent","completeness","page fix","insights/neuro-019-do-i-need-a-referral.html","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: A generic verification table that repeats the query and routes readers away rather than answering it. || MISSING: A plain-language distinction among self-referral, clinic intake requirements, insurer referral rules, and prior authorization. || EDIT: Immediately below the H1, add a direct-answer box: “You may be able to self-refer, but coverage and scheduling can still require separate steps.” Follow it with a four-row checklist for clinic policy, plan/referral requirement, prior authorization, and documentation purpose, plus a call script requesting written confirmation before booking.","new",""
"do I need a doctor referral for a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-019-do-i-need-a-referral.html","theindustryguides.com","Perplexity","2026-08-06","","Concise direct answer followed by clinic-policy, insurance, and referral-purpose bullets supported by numerous external citations.","N","Y","The response is a well-cited incumbent that directly explains the clinic and insurance variables. The winner page has neither comparable authority nor a usable distinction between referral and authorization.","Y","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: Generic advice to turn the query into a verification question, with no substantiated explanation of why requirements vary. || MISSING: Authoritative support and a clear, operational separation of provider referral policy from payer referral or authorization policy. || EDIT: Replace the repetitive matrix with a sourced “Referral, authorization, and self-pay are different” section. Add a comparison table stating what to ask the clinic, what to ask the insurer, what written confirmation to retain, and when a treating clinician’s referral is useful; place a short direct answer above the table and cite authoritative primary payer/provider guidance for the claims.","3","new","","strong incumbent","authority","authority required","insights/neuro-019-do-i-need-a-referral.html","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: Generic advice to turn the query into a verification question, with no substantiated explanation of why requirements vary. || MISSING: Authoritative support and a clear, operational separation of provider referral policy from payer referral or authorization policy. || EDIT: Replace the repetitive matrix with a sourced “Referral, authorization, and self-pay are different” section. Add a comparison table stating what to ask the clinic, what to ask the insurer, what written confirmation to retain, and when a treating clinician’s referral is useful; place a short direct answer above the table and cite authoritative primary payer/provider guidance for the claims.","new",""
"do I need a doctor referral for a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-019-do-i-need-a-referral.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Detailed explanatory guide with insurance, clinic-policy, and three-step action sections.","N","Y","The answer offers a more usable booking workflow and insurance questions than the winner page, which never clearly tells readers what to verify in what order.","Y","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: A query-repeating comparison/severity matrix without a referral workflow. || MISSING: A practical sequence for avoiding a denied claim or a clinic scheduling delay, including the difference between a referral and prior authorization. || EDIT: Add a “Before you book” numbered workflow after the direct answer: (1) ask the clinic whether it accepts self-referral and what referral order it needs, (2) ask the plan whether referral and/or prior authorization applies, and (3) obtain written confirmation of covered services and submission responsibility. Include a compact question script, but qualify that plan rules vary.","3","new","","medium incumbent","structure","outperform","insights/neuro-019-do-i-need-a-referral.html","FILEPATH: /insights/neuro-019-do-i-need-a-referral.html || CURRENT: A query-repeating comparison/severity matrix without a referral workflow. || MISSING: A practical sequence for avoiding a denied claim or a clinic scheduling delay, including the difference between a referral and prior authorization. || EDIT: Add a “Before you book” numbered workflow after the direct answer: (1) ask the clinic whether it accepts self-referral and what referral order it needs, (2) ask the plan whether referral and/or prior authorization applies, and (3) obtain written confirmation of covered services and submission responsibility. Include a compact question script, but qualify that plan rules vary.","new",""
"telehealth vs in-person neuropsychological testing which is better","https://theindustryguides.com/insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","theindustryguides.com","OpenAI GPT-4o","2026-08-06","","Balanced telehealth-versus-in-person comparison organized into advantages, challenges, and a hybrid conclusion.","N","Y","The response has a clearer comparative narrative and hybrid recommendation. The winner page contains relevant dimensions but leaves the reader without a synthesized choice or concrete questions to ask.","Y","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: A useful five-dimension validity table but no explicit decision rule, provider question set, or concise conclusion. || MISSING: A user-facing recommendation that ties remote suitability to validated measures, home setup, standardization, and the receiving institution’s requirements. || EDIT: Add a direct-answer box above the table stating that neither format is universally better and that suitability is referral-question and measure specific. After the table, add a “Choose telehealth when / choose in person when” checklist and a four-question script asking which measures are remote-validated, how privacy and interruptions are handled, what limitations will be documented, and whether the intended recipient accepts the format.","3","new","","medium incumbent","clarity","outperform","insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: A useful five-dimension validity table but no explicit decision rule, provider question set, or concise conclusion. || MISSING: A user-facing recommendation that ties remote suitability to validated measures, home setup, standardization, and the receiving institution’s requirements. || EDIT: Add a direct-answer box above the table stating that neither format is universally better and that suitability is referral-question and measure specific. After the table, add a “Choose telehealth when / choose in person when” checklist and a four-question script asking which measures are remote-validated, how privacy and interruptions are handled, what limitations will be documented, and whether the intended recipient accepts the format.","new",""
"telehealth vs in-person neuropsychological testing which is better","https://theindustryguides.com/insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","theindustryguides.com","Perplexity","2026-08-06","","Evidence-led direct answer with a practical rule and citations for feasibility, comparability, and limits of remote testing.","N","Y","The response is a citation-rich incumbent with a clear rule for screening, full batteries, and high-stakes use. The winner page has compatible logic but lacks supporting authority and an explicit recommendation.","Y","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: An unsourced decision table covering interview, administration, technology, provider judgment, and documentation use. || MISSING: Evidence-supported limits on remote administration and an explicit high-stakes documentation decision path. || EDIT: Retain the table, then add an evidence-backed conclusion that remote suitability must be determined measure by measure rather than assumed from overall telehealth feasibility. Add a “high-stakes use” callout for school, workplace, legal, and program documentation, directing readers to obtain written confirmation from both the evaluator and recipient about accepted methods and report limitations.","3","new","","strong incumbent","authority","authority required","insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: An unsourced decision table covering interview, administration, technology, provider judgment, and documentation use. || MISSING: Evidence-supported limits on remote administration and an explicit high-stakes documentation decision path. || EDIT: Retain the table, then add an evidence-backed conclusion that remote suitability must be determined measure by measure rather than assumed from overall telehealth feasibility. Add a “high-stakes use” callout for school, workplace, legal, and program documentation, directing readers to obtain written confirmation from both the evaluator and recipient about accepted methods and report limitations.","new",""
"telehealth vs in-person neuropsychological testing which is better","https://theindustryguides.com/insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Detailed side-by-side comparison with pros, cons, a matrix, and choice criteria","N","Y","The answer is a strong general comparison but does not tell users to verify whether specific remote measures are validated/permitted or whether the report recipient will accept telehealth methods.","Y","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: A concise comparison table covering remote suitability, standardization, technology, provider judgment, and documentation use. || MISSING: A user-facing decision checklist that requires confirmation of remote-test validity, privacy/technology conditions, and whether the school, employer, court, or program will accept the report. || EDIT: Immediately after the comparison table, add a “Before you choose telehealth” checklist with written questions to ask the evaluator: which measures will be remote, whether each is validated/permitted remotely, how interruptions are handled, what in-person components may still be needed, and whether the intended report recipient accepts the method.","3","new","","strong incumbent","completeness","outperform","insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html","FILEPATH: /insights/neuro-043-telehealth-vs-in-person-neuropsychological-testing-which-is-better.html || CURRENT: A concise comparison table covering remote suitability, standardization, technology, provider judgment, and documentation use. || MISSING: A user-facing decision checklist that requires confirmation of remote-test validity, privacy/technology conditions, and whether the school, employer, court, or program will accept the report. || EDIT: Immediately after the comparison table, add a “Before you choose telehealth” checklist with written questions to ask the evaluator: which measures will be remote, whether each is validated/permitted remotely, how interruptions are handled, what in-person components may still be needed, and whether the intended report recipient accepts the method.","new",""
"how to prepare for testing day for a neuropsych evaluation","https://theindustryguides.com/insights/neuro-016-how-to-prepare-for-testing-day.html","theindustryguides.com","OpenAI GPT-4o","2026-08-06","","Concise numbered day-of-testing preparation checklist","N","N","The intended page does not directly answer the preparation query with a practical testing-day checklist; the response does, but it lacks a clinic-specific call-ahead safeguard for medication and document instructions.","Y","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: An Evidence-to-Action Framework focused on provider specialty, report content, timeline, and deliverables rather than concrete appointment-day preparation. || MISSING: Practical, safety-bounded instructions for the night before, morning of, items to bring, medications, and when to call the clinic. || EDIT: Replace or precede the generic framework with a “Testing-day checklist” covering sleep, usual food/hydration, prescribed medications only as directed by the evaluator, glasses/hearing aids, requested records, medication list, comfortable clothing, travel/arrival planning, and avoiding alcohol or recreational drugs. Add a call-ahead box for illness, medication questions, accessibility needs, and documents requested by the clinic.","1","new","","medium incumbent","completeness","page fix","insights/neuro-016-how-to-prepare-for-testing-day.html","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: An Evidence-to-Action Framework focused on provider specialty, report content, timeline, and deliverables rather than concrete appointment-day preparation. || MISSING: Practical, safety-bounded instructions for the night before, morning of, items to bring, medications, and when to call the clinic. || EDIT: Replace or precede the generic framework with a “Testing-day checklist” covering sleep, usual food/hydration, prescribed medications only as directed by the evaluator, glasses/hearing aids, requested records, medication list, comfortable clothing, travel/arrival planning, and avoiding alcohol or recreational drugs. Add a call-ahead box for illness, medication questions, accessibility needs, and documents requested by the clinic.","new",""
"how to prepare for testing day for a neuropsych evaluation","https://theindustryguides.com/insights/neuro-016-how-to-prepare-for-testing-day.html","theindustryguides.com","Perplexity","2026-08-06","","Compact evidence-cited bullet checklist for testing day","N","N","The externally cited response supplies concrete, evidence-oriented preparation advice that the intended page lacks; the page needs source-backed operational guidance to compete.","Y","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: A generic provider-selection framework and brief checklist, with no substantive testing-day preparation instructions or visible source support for them. || MISSING: A source-backed, clinic-safe preparation checklist and explicit instruction to follow the evaluator’s medication and fasting directions if they differ. || EDIT: Add a prominently placed “Prepare for neuropsych testing day” checklist before the named framework: sleep, normal food/hydration unless instructed otherwise, usual medications only as the clinic directs, no alcohol/recreational substances, needed sensory/mobility aids, records requested by the clinic, breaks/snacks for long appointments, and early arrival. Cite reviewed primary clinical sources and include a “Call the clinic first” note for stimulant medication, illness, accessibility, or test-specific restrictions.","1","new","","strong incumbent","authority","authority required","insights/neuro-016-how-to-prepare-for-testing-day.html","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: A generic provider-selection framework and brief checklist, with no substantive testing-day preparation instructions or visible source support for them. || MISSING: A source-backed, clinic-safe preparation checklist and explicit instruction to follow the evaluator’s medication and fasting directions if they differ. || EDIT: Add a prominently placed “Prepare for neuropsych testing day” checklist before the named framework: sleep, normal food/hydration unless instructed otherwise, usual medications only as the clinic directs, no alcohol/recreational substances, needed sensory/mobility aids, records requested by the clinic, breaks/snacks for long appointments, and early arrival. Cite reviewed primary clinical sources and include a “Call the clinic first” note for stimulant medication, illness, accessibility, or test-specific restrictions.","new",""
"how to prepare for testing day for a neuropsych evaluation","https://theindustryguides.com/insights/neuro-016-how-to-prepare-for-testing-day.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Expanded step-by-step guide organized by night before, morning, packing, during testing, and after testing","N","N","The response gives a highly usable preparation workflow, but it includes some clinic-dependent details as general rules; the intended page should provide the workflow with explicit clinic-confirmation boundaries.","Y","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: A high-level Evidence-to-Action Framework about specialty, report content, warning signs, and timeline. || MISSING: A direct, scannable preparation guide that distinguishes universal preparation steps from instructions that must be confirmed with the testing clinic. || EDIT: Add a structured “Night before / Morning of / Bring with you / During testing / After testing” section before the framework. Include sleep, food, normal caffeine routine, sensory aids, records, snacks/breaks, and a clear instruction not to change ADHD or other medications without asking the evaluator. Avoid unsupported fixed testing-duration claims; state that appointment length and break arrangements vary by clinic.","1","new","","strong incumbent","completeness","outperform","insights/neuro-016-how-to-prepare-for-testing-day.html","FILEPATH: /insights/neuro-016-how-to-prepare-for-testing-day.html || CURRENT: A high-level Evidence-to-Action Framework about specialty, report content, warning signs, and timeline. || MISSING: A direct, scannable preparation guide that distinguishes universal preparation steps from instructions that must be confirmed with the testing clinic. || EDIT: Add a structured “Night before / Morning of / Bring with you / During testing / After testing” section before the framework. Include sleep, food, normal caffeine routine, sensory aids, records, snacks/breaks, and a clear instruction not to change ADHD or other medications without asking the evaluator. Avoid unsupported fixed testing-duration claims; state that appointment length and break arrangements vary by clinic.","new",""
"child specialist for anxiety vs ADHD evaluation near me who should I see","https://theindustryguides.com/neuro/","theindustryguides.com","OpenAI GPT-4o","2026-08-06","","General provider-type referral list with local-search suggestions","N","N","The answer identifies plausible provider types but does not help families distinguish anxiety from ADHD or verify that a local clinician performs a comprehensive child differential evaluation.","Y","FILEPATH: /neuro/ || CURRENT: A broad neuropsych evaluation intake and provider-comparison hub with a referral decision matrix and provider scorecard. || MISSING: A child-specific anxiety-versus-ADHD routing section that explains which provider type may fit the referral question, what a comprehensive differential evaluation should cover, and how to verify local fit. || EDIT: Add a “Child anxiety vs. ADHD: who should I see?” decision table near the referral decision matrix. Compare pediatrician, child psychologist, child psychiatrist, developmental-behavioral pediatrician, and pediatric neuropsychologist by role, when each may fit, and what to verify. Include questions on experience differentiating anxiety, ADHD, learning issues, sleep, trauma, and autism; school-record review; parent/teacher rating scales; medication needs; report deliverables; insurance; and wait time. End with the existing canonical provider-routing CTA.","1","new","","medium incumbent","completeness","page fix","neuro/index.html","FILEPATH: /neuro/ || CURRENT: A broad neuropsych evaluation intake and provider-comparison hub with a referral decision matrix and provider scorecard. || MISSING: A child-specific anxiety-versus-ADHD routing section that explains which provider type may fit the referral question, what a comprehensive differential evaluation should cover, and how to verify local fit. || EDIT: Add a “Child anxiety vs. ADHD: who should I see?” decision table near the referral decision matrix. Compare pediatrician, child psychologist, child psychiatrist, developmental-behavioral pediatrician, and pediatric neuropsychologist by role, when each may fit, and what to verify. Include questions on experience differentiating anxiety, ADHD, learning issues, sleep, trauma, and autism; school-record review; parent/teacher rating scales; medication needs; report deliverables; insurance; and wait time. End with the existing canonical provider-routing CTA.","new",""
"child specialist for anxiety vs ADHD evaluation near me who should I see","https://theindustryguides.com/neuro/","theindustryguides.com","Perplexity","2026-08-06","","Specialist-type triage followed by example local organizations and a ZIP-code follow-up offer.","N","Y","The response gives a useful specialist triage and named local examples, but the intended page does not visibly own this child-specific differential-evaluation decision or provide questions to verify that a local provider can assess both conditions.","Y","FILEPATH: /neuro/ || CURRENT: Broad intake checklist, referral decision matrix, and provider-comparison guide. || MISSING: A child-specific anxiety-versus-ADHD decision path that distinguishes when to start with pediatric primary care, child psychiatry, or a comprehensive child psychologist/neuropsychologist, plus a neutral local-provider verification script. || EDIT: Add a prominent ""Child anxiety vs. ADHD: who should evaluate?"" subsection immediately after the direct answer. Use a three-row choose-your-starting-point table, a short list of records to bring, and three booking questions: experience separating anxiety from ADHD, whether multi-informant school/home measures are used, and whether the report supports school/medical next steps. End with the existing canonical local-guide CTA.","3","new","","strong incumbent","authority","authority required","neuro/index.html","FILEPATH: /neuro/ || CURRENT: Broad intake checklist, referral decision matrix, and provider-comparison guide. || MISSING: A child-specific anxiety-versus-ADHD decision path that distinguishes when to start with pediatric primary care, child psychiatry, or a comprehensive child psychologist/neuropsychologist, plus a neutral local-provider verification script. || EDIT: Add a prominent ""Child anxiety vs. ADHD: who should evaluate?"" subsection immediately after the direct answer. Use a three-row choose-your-starting-point table, a short list of records to bring, and three booking questions: experience separating anxiety from ADHD, whether multi-informant school/home measures are used, and whether the report supports school/medical next steps. End with the existing canonical local-guide CTA.","new",""
"child specialist for anxiety vs ADHD evaluation near me who should I see","https://theindustryguides.com/neuro/","theindustryguides.com","Gemini 1.5 Flash","2026-08-06","","Long educational guide organized by clinician type, local-search steps, and preparation advice.","N","Y","The response is well structured and actionable, but it has no citations or canonical handoff and lacks a concise provider-comparison framework for verifying comprehensive ADHD-and-anxiety assessment before booking.","Y","FILEPATH: /neuro/ || CURRENT: Broad intake checklist, referral decision matrix, and provider-comparison guide. || MISSING: A child-specific anxiety-versus-ADHD referral selector and a concise pre-booking checklist for comprehensive differential assessment. || EDIT: Add a ""Child anxiety vs. ADHD: choose the right evaluator"" module after the direct answer. Cover pediatrician, child psychologist/neuropsychologist, child psychiatrist, and developmental-behavioral pediatrician; state the practical use case for each; then add a five-item booking checklist covering child experience, anxiety-and-ADHD differential process, parent/teacher input, written-report deliverables, and school-accommodation usefulness. Link to the existing local-guide CTA.","3","new","","medium incumbent","completeness","page fix","neuro/index.html","FILEPATH: /neuro/ || CURRENT: Broad intake checklist, referral decision matrix, and provider-comparison guide. || MISSING: A child-specific anxiety-versus-ADHD referral selector and a concise pre-booking checklist for comprehensive differential assessment. || EDIT: Add a ""Child anxiety vs. ADHD: choose the right evaluator"" module after the direct answer. Cover pediatrician, child psychologist/neuropsychologist, child psychiatrist, and developmental-behavioral pediatrician; state the practical use case for each; then add a five-item booking checklist covering child experience, anxiety-and-ADHD differential process, parent/teacher input, written-report deliverables, and school-accommodation usefulness. Link to the existing local-guide CTA.","new",""
