Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how much does a neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","Perplexity","2026-07-16","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","Uses VCU FAQ PDF's cost-range logic rather than the page's component-breakdown approach","Y","Y","competitor citation outranking target page","N","FILEPATH: insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: Page has a component-breakdown table with no tiered pricing figures, and Perplexity instead cited a VCU TBI FAQ PDF for a $2,000-$5,000 range. || MISSING: The page lacks a concise, extractable cost-range statement that could compete with the VCU PDF's authority for this query. || EDIT: Add a brief, prominently placed cost-range summary (e.g., '$X-$Y depending on scope') backed by cited sources near the top of the page, and add structured data/FAQ markup to improve extractability over the VCU PDF.",3,"new","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","competitor citation outranking target page","citation optimization","outperform","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","Add a brief, prominently placed cost-range summary (e.g., '$X-$Y depending on scope') backed by cited sources near the top of the page, and add structured data/FAQ markup to improve extractability over the VCU PDF.","new"
"how much does a neuropsychological evaluation cost out of pocket","https://theindustryguides.com/insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","None - no response generated","Y","Y","model failure - no response generated","Y","FILEPATH: insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html || CURRENT: Page contains unfinished placeholder text and repeated fragments instead of complete cost-guide content. || MISSING: Any parseable, finished content for Gemini to summarize; the model returned no completion at all. || EDIT: Finish and publish the complete cost-component breakdown and remove placeholder ellipsis text so the page can be crawled and summarized successfully.",1,"new","","model failure - no response generated","technical/content fix","page fix","insights/neuro-009-how-much-does-a-neuropsych-eval-cost.html","Finish and publish the complete cost-component breakdown and remove placeholder ellipsis text so the page can be crawled and summarized successfully.","new"
"how to ask a neuropsych provider for a price estimate before committing","https://theindustryguides.com/insights/neuro-027-how-to-ask-for-a-price-estimate.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none - page contains no substantive pricing guidance to reuse; response built entirely from general model knowledge","Y","Y","no_dedicated_content_no_citation","Y","FILEPATH: insights/neuro-027-how-to-ask-for-a-price-estimate.html || CURRENT: Page returns only a generic hub scaffold with leaked internal notes ('Citation report update: Add a dedicated page...') and no actual pricing-estimate guidance || MISSING: A concrete, structured script and cost-component breakdown for requesting a neuropsych price estimate (consultation fee, testing fee, report fee, payment policy) matching the depth of what LLMs already generate from general knowledge || EDIT: Publish a dedicated section with sample request scripts, an itemized cost-component table, insurance/out-of-pocket guidance, and a provider-comparison checklist so this page becomes the citable source instead of the model relying on unsourced general knowledge.",1,"new","","no_dedicated_content_no_citation","content_creation","page fix","insights/neuro-027-how-to-ask-for-a-price-estimate.html","Publish a dedicated section with sample request scripts, an itemized cost-component table, insurance/out-of-pocket guidance, and a provider-comparison checklist so this page becomes the citable source instead of the model relying on unsourced general knowledge.","new"
"how to ask a neuropsych provider for a price estimate before committing","https://theindustryguides.com/insights/neuro-027-how-to-ask-for-a-price-estimate.html","theindustryguides.com","Perplexity","2026-07-16","https://IdahoNeuropsychology.com/what-happens-during-a-neuropsychological-evaluation/","none - page has no cost-component logic to reuse; response logic sourced from competitor citation","N","Y","citation_diverted_to_competitor","Y","FILEPATH: insights/neuro-027-how-to-ask-for-a-price-estimate.html || CURRENT: Stub/placeholder page with no itemized cost-estimate script; Perplexity instead cited IdahoNeuropsychology.com || MISSING: Itemized cost-component breakdown (intake, testing hours, report generation, feedback) and superbill/out-of-network reimbursement guidance in a quotable format || EDIT: Publish a concise, quotable itemized estimate-request script and cost table with superbill/insurance reimbursement guidance so this page outranks the competitor source currently being cited.",1,"new","https://IdahoNeuropsychology.com/what-happens-during-a-neuropsychological-evaluation/","citation_diverted_to_competitor","content_expansion","outperform","insights/neuro-027-how-to-ask-for-a-price-estimate.html","Publish a concise, quotable itemized estimate-request script and cost table with superbill/insurance reimbursement guidance so this page outranks the competitor source currently being cited.","new"
"how to ask a neuropsych provider for a price estimate before committing","https://theindustryguides.com/insights/neuro-027-how-to-ask-for-a-price-estimate.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none - no completion generated","Y","Y","no_response_generated","Y","FILEPATH: insights/neuro-027-how-to-ask-for-a-price-estimate.html || CURRENT: No content retrieved; Gemini returned no completion for this query || MISSING: Any indexable, extractable direct-answer content covering the price-estimate request process || EDIT: Build a clear, extractable direct-answer block (request script + cost table) at the top of the page so Gemini and similar engines can retrieve and cite a concrete answer instead of returning nothing.",1,"new","","no_response_generated","content_creation","free win","insights/neuro-027-how-to-ask-for-a-price-estimate.html","Build a clear, extractable direct-answer block (request script + cost table) at the top of the page so Gemini and similar engines can retrieve and cite a concrete answer instead of returning nothing.","new"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","Partial - response follows same high-level sequence (intake, testing, scoring/interpretation, feedback) already stated in the page's direct answer, though expanded independently and uncited","Y","Y","thin_content_no_citation","N","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: Page contains only a brief direct-answer summary and an unfilled 5-step framework scaffold, with no detailed session-by-session breakdown || MISSING: Detailed breakdown of each session (intake/history, cognitive/emotional testing with named instruments, scoring/interpretation, feedback session) with time estimates and specifics matching LLM-generated depth || EDIT: Expand the page with a full session-by-session walkthrough including named test instruments, time durations per session, and feedback/report content, formatted with numbered headers to match or exceed the depth models already generate.",2,"new","","thin_content_no_citation","content_expansion","page fix","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Expand the page with a full session-by-session walkthrough including named test instruments, time durations per session, and feedback/report content, formatted with numbered headers to match or exceed the depth models already generate.","new"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","Perplexity","2026-07-16","https://IdahoNeuropsychology.com/what-happens-during-a-neuropsychological-evaluation/, https://www.mindifyusa.com/blog/what-happens-during-neuropsychological-testing-sessions/","Yes - response mirrors the page's own stated sequence (intake, testing, feedback) closely, though attributed to competitor citations rather than the target page","Y","Y","citation_diverted_to_competitor","N","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: Page has only a scaffold direct-answer summary with no numbered session breakdown; Perplexity cited two competitor domains instead || MISSING: A clear, quotable numbered session breakdown with specific time estimates (intake ~1hr, testing 2-6hrs, feedback ~1hr) || EDIT: Add a quotable numbered session breakdown with time estimates and session content specifics so this page outranks the currently cited competitor sources.",2,"new","https://IdahoNeuropsychology.com/what-happens-during-a-neuropsychological-evaluation/, https://www.mindifyusa.com/blog/what-happens-during-neuropsychological-testing-sessions/","citation_diverted_to_competitor","content_expansion","outperform","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Add a quotable numbered session breakdown with time estimates and session content specifics so this page outranks the currently cited competitor sources.","new"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none - no completion generated","Y","Y","no_response_generated","Y","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: No content retrieved; Gemini returned no completion for this query || MISSING: Any extractable direct-answer content describing the session-by-session evaluation process || EDIT: Publish a concise, structured direct-answer block outlining the session sequence (intake, testing, feedback) so Gemini can retrieve and cite concrete content instead of returning nothing.",1,"new","","no_response_generated","content_creation","free win","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Publish a concise, structured direct-answer block outlining the session sequence (intake, testing, feedback) so Gemini can retrieve and cite concrete content instead of returning nothing.","new"
"what should I verify before booking a neuropsych evaluation for my child","https://theindustryguides.com/insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none - GPT-4o generated an independent generic checklist without referencing any page-specific verification factors","Y","Y","placeholder/scaffold content with no concrete answer","Y","FILEPATH: insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testingng.html || CURRENT: Page shows only a template scaffold with a comparison table containing placeholder rows ('+ rows') and a generic 'Direct answer' pointer to an external domain, with no concrete verification checklist || MISSING: Specific, filled-in verification factors (evaluator credentials, scope of testing, experience with children, methodology, cost/insurance, accessibility) that directly answer 'what should I verify before booking a neuropsych evaluation for my child' || EDIT: Replace placeholder table rows with a fully populated comparison table of concrete verification items and short explanations matching the depth GPT-4o already produces independently, so the page itself becomes the citable authoritative answer instead of redirecting to neuroevalguides.com.",1,"new","","placeholder/scaffold content with no concrete answer","content completion","page fix","insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","Replace placeholder table rows with a fully populated comparison table of concrete verification items and short explanations matching the depth GPT-4o already produces independently, so the page itself becomes the citable authoritative answer instead of redirecting to neuroevalguides.com.","new"
"what should I verify before booking a neuropsych evaluation for my child","https://theindustryguides.com/insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","theindustryguides.com","Perplexity","2026-07-16","https://www.pinerest.org/newsroom/articles/neuropsychological-evaluation-what-to-expect-blog/","minimal - general verification themes overlap but sourced from Pine Rest rather than the page's placeholder content","Y","Y","authority gap - external clinical source cited instead of target page","Y","FILEPATH: insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testingng.html || CURRENT: Page is a thin scaffold with placeholder comparison rows and no clinically-sourced verification content, causing Perplexity to bypass it and cite Pine Rest's clinical FAQ instead || MISSING: Clinically-grounded, citable verification content (credential checks, assessment scope, insurance/coverage specifics, IEP/504 relevance) with authoritative phrasing comparable to hospital-published resources || EDIT: Add a fully written, clinically-reviewed verification checklist with named sources or reviewer credentials so the page itself can compete with and be cited over third-party clinical authority pages like pinerest.org.",1,"new","https://www.pinerest.org/newsroom/articles/neuropsychological-evaluation-what-to-expect-blog/","authority gap - external clinical source cited instead of target page","authoritative content sourcing","authority required","insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","Add a fully written, clinically-reviewed verification checklist with named sources or reviewer credentials so the page itself can compete with and be cited over third-party clinical authority pages like pinerest.org.","new"
"what should I verify before booking a neuropsych evaluation for my child","https://theindustryguides.com/insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none - no response generated","Y","Y","no answer generated / model non-response","Y","FILEPATH: insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testingng.html || CURRENT: Page returned no usable completion from Gemini, likely due to thin/placeholder content and heavy redirect framing that gives the model nothing substantive to extract || MISSING: A self-contained, extractable answer block that doesn't rely on redirecting to neuroevalguides.com || EDIT: Add a concise, directly-answerable summary paragraph at the top of the page (above the redirect banner) stating the concrete verification factors, so lightweight models can extract an answer without needing the external domain.",1,"new","","no answer generated / model non-response","ensure extractable on-page answer","free win","insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","Add a concise, directly-answerable summary paragraph at the top of the page (above the redirect banner) stating the concrete verification factors, so lightweight models can extract an answer without needing the external domain.","new"
"what to confirm before booking concussion testing with a neuropsychologist","https://theindustryguides.com/insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none - GPT-4o generated an independent generic checklist without referencing the page's scaffold structure","Y","Y","placeholder/scaffold content with no concrete answer","Y","FILEPATH: insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Page explicitly states it 'contains only a framework scaffold (5-step Evidence-to-Action list) and a Find a Provider' block, with no filled-in concussion-specific verification content || MISSING: Concrete concussion-testing verification factors (evaluator credentials, baseline cognitive testing availability, interdisciplinary coordination, return-to-learn planning, cost/insurance) || EDIT: Replace the scaffold placeholder with a fully written 5-step checklist containing specific, concussion-relevant verification questions and explanations so the page matches or exceeds the depth GPT-4o already generates independently.",1,"new","","placeholder/scaffold content with no concrete answer","content completion","page fix","insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","Replace the scaffold placeholder with a fully written 5-step checklist containing specific, concussion-relevant verification questions and explanations so the page matches or exceeds the depth GPT-4o already generates independently.","new"
"what to confirm before booking concussion testing with a neuropsychologist","https://theindustryguides.com/insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","theindustryguides.com","Perplexity","2026-07-16","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","minimal - general verification themes overlap but sourced from VCU rather than the page's scaffold content","Y","Y","authority gap - external clinical source cited instead of target page","Y","FILEPATH: insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Page admits to being an unfinished scaffold with no filled concussion-specific verification content, prompting Perplexity to cite VCU's clinical Neuropsych FAQ instead || MISSING: Clinically authoritative, citable content on concussion-specific verification (post-traumatic clinical experience, baseline cognitive assessment availability, attention/memory/executive testing, return-to-learn planning) || EDIT: Add a clinically reviewed, fully written verification section with concussion-specific detail and credible sourcing so the page can be cited over academic medical center resources like tbi.vcu.edu.",1,"new","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","authority gap - external clinical source cited instead of target page","authoritative content sourcing","authority required","insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","Add a clinically reviewed, fully written verification section with concussion-specific detail and credible sourcing so the page can be cited over academic medical center resources like tbi.vcu.edu.","new"
"what to confirm before booking concussion testing with a neuropsychologist","https://theindustryguides.com/insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none - no response generated","Y","Y","no answer generated / model non-response","Y","FILEPATH: insights/neuro-008-what-to-verify-before-booking-concussion-testing.html || CURRENT: Page returned no usable completion from Gemini, consistent with the page's self-described 'scaffold-only' status and lack of a self-contained answer block || MISSING: A concise, directly-answerable summary of concussion-testing verification steps that doesn't depend on the external neuroevalguides.com redirect || EDIT: Add a short, extractable answer paragraph near the top of the page listing the key concussion-testing verification steps so lightweight models can generate a response without needing the external domain.",1,"new","","no answer generated / model non-response","ensure extractable on-page answer","free win","insights/neuro-008-what-to-verify-before-booking-concussion-testing.html","Add a short, extractable answer paragraph near the top of the page listing the key concussion-testing verification steps so lightweight models can generate a response without needing the external domain.","new"
"how to choose a neuropsych evaluator fast when I have a school deadline","https://theindustryguides.com/insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none","N","N","Page fails to deliver promised deadline-specific guidance (checklist/matrix/scorecard), forcing the model to rely on generic training knowledge without citing the page","N","FILEPATH: /insights/neuro-026-how-to-choose-if-you-have-a-deadline.html || CURRENT: Page contains only placeholder/truncated text ('Citation report update... Citation… Updated…') instead of the promised intake checklist, referral decision matrix, provider scorecard, cost-component table, and telehealth validity questions || MISSING: Concrete deadline-driven selection guidance (expedited evaluation slots, turnaround time benchmarks, preliminary report options for 504/IEP meetings) with the scorecard and checklist content actually built out || EDIT: Replace placeholder ellipsis text with a real intake checklist, a referral decision matrix comparing evaluators by turnaround time and cost, and a section specifically addressing 'evaluator selection under a school deadline' with expedited-service criteria and sample scripts for requesting rush reports.",2,"new","","Page fails to deliver promised deadline-specific guidance (checklist/matrix/scorecard), forcing the model to rely on generic training knowledge without citing the page","build out missing structured content","page fix","insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","Replace placeholder ellipsis text with a real intake checklist, a referral decision matrix comparing evaluators by turnaround time and cost, and a section specifically addressing 'evaluator selection under a school deadline' with expedited-service criteria and sample scripts for requesting rush reports.","new"
"how to choose a neuropsych evaluator fast when I have a school deadline","https://theindustryguides.com/insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","theindustryguides.com","Perplexity","2026-07-16","https://www.idahoneuropsychology.com/what-happens-during-a-neuropsychological-evaluation/","none","N","N","Target page lacks citable authority/depth, causing model to cite a competitor clinic site instead","N","FILEPATH: /insights/neuro-026-how-to-choose-if-you-have-a-deadline.html || CURRENT: Page has no functioning content beyond placeholder text and is not cited by Perplexity, which instead sourced idahoneuropsychology.com || MISSING: Authoritative, detailed content on expedited/deadline-driven evaluator selection (rush report timelines, preliminary summary requests, school psychologist referral pathways) that would be preferred over a single clinic's blog page || EDIT: Add a well-sourced, expert-reviewed section on 'How to get a neuropsych evaluation before a school deadline' including named turnaround benchmarks and citations to peer-reviewed or professional-association sources, positioning this page as the stronger citation candidate.",2,"new","https://www.idahoneuropsychology.com/what-happens-during-a-neuropsychological-evaluation/","Target page lacks citable authority/depth, causing model to cite a competitor clinic site instead","increase depth and authority signals","authority required","insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","Add a well-sourced, expert-reviewed section on 'How to get a neuropsych evaluation before a school deadline' including named turnaround benchmarks and citations to peer-reviewed or professional-association sources, positioning this page as the stronger citation candidate.","new"
"how to choose a neuropsych evaluator fast when I have a school deadline","https://theindustryguides.com/insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none","N","N","No content returned - complete answer failure, page not usable as grounding source","Y","FILEPATH: /insights/neuro-026-how-to-choose-if-you-have-a-deadline.html || CURRENT: Page returns no usable answer content for Gemini; only placeholder/broken text is present || MISSING: Any indexable, direct-answer content addressing 'how to choose a neuropsych evaluator fast with a school deadline' || EDIT: Publish a complete, crawlable direct-answer block (40-60 words) at the top of the page summarizing deadline-driven evaluator selection steps so lightweight retrieval models can extract an answer.",1,"new","","No content returned - complete answer failure, page not usable as grounding source","ensure crawlability and baseline direct-answer content","free win","insights/neuro-026-how-to-choose-if-you-have-a-deadline.html","Publish a complete, crawlable direct-answer block (40-60 words) at the top of the page summarizing deadline-driven evaluator selection steps so lightweight retrieval models can extract an answer.","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none","N","N","Page lacks specific content on late/masked ASD discovery in high-functioning children via neuropsych eval, so model defaults to generic ASD parenting advice not tied to evaluation specifics","N","FILEPATH: /neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Page shows only generic orientation boilerplate and placeholder ellipsis text instead of an actual answer to the community question about late ASD discovery in a high-functioning child || MISSING: Specific explanation of why high-functioning ASD is often missed until a neuropsych evaluation (masking, compensatory strategies, subtle executive/social-emotional deficits) and next-step guidance (IEP/504, therapies, follow-up testing) || EDIT: Replace placeholder text with a direct-answer section explaining masking in high-functioning ASD, the role of neuropsych evaluation in uncovering it, and a next-steps checklist for parents (school accommodations, therapy referrals, monitoring).",2,"new","","Page lacks specific content on late/masked ASD discovery in high-functioning children via neuropsych eval, so model defaults to generic ASD parenting advice not tied to evaluation specifics","add targeted community-question content","page fix","neuro/index.html","Replace placeholder text with a direct-answer section explaining masking in high-functioning ASD, the role of neuropsych evaluation in uncovering it, and a next-steps checklist for parents (school accommodations, therapy referrals, monitoring).","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","Perplexity","2026-07-16","https://www.ncbi.nlm.nih.gov/books/NBK513310/","none","N","N","Target page lacks depth/authority causing Perplexity to cite NCBI instead of the intended community-question page","N","FILEPATH: /neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Page is not cited; Perplexity instead sourced NCBI reference material because this page has no substantive clinical explanation || MISSING: Cited, clinically-grounded explanation of masking/compensation in high-functioning ASD and why neuropsych evaluation is needed to detect it || EDIT: Add a sourced explanation (citing DSM-5/NCBI-level references) of masking behavior in high-functioning ASD and how neuropsych testing reveals executive/social-emotional deficits missed in daily functioning, making this page a stronger citation candidate than generic reference pages.",2,"new","https://www.ncbi.nlm.nih.gov/books/NBK513310/","Target page lacks depth/authority causing Perplexity to cite NCBI instead of the intended community-question page","add authoritative clinical explanation with citations","authority required","neuro/index.html","Add a sourced explanation (citing DSM-5/NCBI-level references) of masking behavior in high-functioning ASD and how neuropsych testing reveals executive/social-emotional deficits missed in daily functioning, making this page a stronger citation candidate than generic reference pages.","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none","N","N","No content returned - complete answer failure","Y","FILEPATH: /neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Page returns no usable answer for Gemini; only placeholder/broken text present || MISSING: Direct-answer content addressing why ASD was only uncovered via neuropsych evaluation in a highly functioning child || EDIT: Add a concise 40-60 word direct-answer block at the top of the page explaining masking in high-functioning ASD and the diagnostic role of neuropsych evaluation, ensuring the page is crawlable and extractable by lightweight models.",1,"new","","No content returned - complete answer failure","ensure crawlability and baseline direct-answer content","free win","neuro/index.html","Add a concise 40-60 word direct-answer block at the top of the page explaining masking in high-functioning ASD and the diagnostic role of neuropsych evaluation, ensuring the page is crawlable and extractable by lightweight models.","new"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none - response builds an independent multidisciplinary evaluation framework with no reference to the page's single/split/combined pathway decision logic","Y","Y","no source citation despite comprehensive independent answer","Y","FILEPATH: /insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: Direct answer section states the key question is whether the provider can explain decision logic for single vs. split vs. combined evaluation pathways || MISSING: Concrete, citation-ready criteria and named assessment framework that an LLM can extract and attribute directly || EDIT: Add a clearly labeled 'Evaluation Decision Framework' section with numbered red-flag criteria distinguishing single-pathway, split, and combined evaluations, and add clinical citations so GPT-4o can quote and attribute this page instead of generating an independent multidisciplinary answer.",1,"new","","no source citation despite comprehensive independent answer","add structured, quotable direct-answer framework","authority required","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Add a clearly labeled 'Evaluation Decision Framework' section with numbered red-flag criteria distinguishing single-pathway, split, and combined evaluations, and add clinical citations so GPT-4o can quote and attribute this page instead of generating an independent multidisciplinary answer.","new"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","Perplexity","2026-07-16","https://www.ncbi.nlm.nih.gov/books/NBK513310/","none - answer relies on NCBI-sourced comorbid rule-out logic rather than the page's pathway-selection framework","N","Y","cited competing authoritative source instead of target page","Y","FILEPATH: /insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: Page gives a decision-logic direct answer without inline citations to peer-reviewed clinical sources || MISSING: Linked authoritative citations (e.g., NCBI, AACAP) supporting the combined-evaluation guidance || EDIT: Add inline citations to authoritative clinical sources within the direct-answer section so Perplexity's retrieval favors this page's synthesized guidance over a standalone NCBI excerpt.",1,"new","https://www.ncbi.nlm.nih.gov/books/NBK513310/","cited competing authoritative source instead of target page","strengthen clinical authority signals with citations","outperform","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Add inline citations to authoritative clinical sources within the direct-answer section so Perplexity's retrieval favors this page's synthesized guidance over a standalone NCBI excerpt.","new"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-16","","none - no response generated","N","Y","empty/failed model response","Y","FILEPATH: /insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: No Gemini completion returned for this query || MISSING: Any indexable, extractable answer content that triggers Gemini grounding || EDIT: Verify page crawlability (robots.txt, load speed, structured data) and add a concise FAQ-schema block using the exact query phrase to increase the odds of Gemini grounding and response generation.",1,"new","","empty/failed model response","not applicable - model non-response","authority required","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Verify page crawlability (robots.txt, load speed, structured data) and add a concise FAQ-schema block using the exact query phrase to increase the odds of Gemini grounding and response generation.","new"
"how to use neuropsych evaluation results to get school accommodations","https://theindustryguides.com/insights/neuro-021-how-to-use-results-for-accommodations.html","theindustryguides.com","OpenAI GPT-4o","2026-07-16","","none - response builds an independent IEP/504 advocacy process with no reference to the page's intake checklist, referral matrix, or provider scorecard","N","Y","no citation despite topical overlap with page's intake/referral framework","Y","FILEPATH: /insights/neuro-021-how-to-use-results-for-accommodations.html || CURRENT: Page references an intake checklist, referral decision matrix, and provider scorecard but the body text is truncated with placeholder ellipses instead of full content || MISSING: Fully written, extractable checklist/matrix content directly answering how to use neuropsych results for school accommodations || EDIT: Publish the complete intake checklist and IEP/504 decision matrix as visible, quotable text (removing placeholder ellipses) so GPT-4o can extract and cite the named framework instead of generating an independent IEP/504 explanation.",1,"new","","no citation despite topical overlap with page's intake/referral framework","add extractable named framework content","authority required","insights/neuro-021-how-to-use-results-for-accommodations.html","Publish the complete intake checklist and IEP/504 decision matrix as visible, quotable text (removing placeholder ellipses) so GPT-4o can extract and cite the named framework instead of generating an independent IEP/504 explanation.","new"
"how to use neuropsych evaluation results to get school accommodations","https://theindustryguides.com/insights/neuro-021-how-to-use-results-for-accommodations.html","theindustryguides.com","Perplexity","2026-07-16","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","none - answer narrowly focuses on submitting clinical reports for 504/IEP referral, sourced from VCU FAQ rather than the page's scorecard/matrix framework","N","Y","cited competing source instead of target page","Y","FILEPATH: /insights/neuro-021-how-to-use-results-for-accommodations.html || CURRENT: Page description mentions an intake checklist and referral decision matrix but the visible content is a truncated placeholder ('……') || MISSING: Complete, citable procedural guidance on submitting neuropsych results for 504/IEP requests || EDIT: Replace placeholder ellipses with fully written step-by-step submission guidance and cite authoritative sources (e.g., VCU TBI FAQ) so Perplexity retrieves and attributes this page instead of the external PDF.",1,"new","https://tbi.vcu.edu/media/tbi/nrc-articles/Neuropsych_FAQ.pdf","cited competing source instead of target page","publish full checklist content and add citations","outperform","insights/neuro-021-how-to-use-results-for-accommodations.html","Replace placeholder ellipses with fully written step-by-step submission guidance and cite authoritative sources (e.g., VCU TBI FAQ) so Perplexity retrieves and attributes this page instead of the external PDF.","new"
