Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to use neuropsych evaluation results to get school accommodations","https://theindustryguides.com/insights/neuro-021-how-to-use-results-for-accommodations.html","theindustryguides.com","Perplexity","2026-08-20","","Contextual explanation contrasting school-district and external neuropsychological evaluations, followed by discussion of evaluation/report components and accommodations-related use.","Y","Y","Yes. The current page offers no meaningful guidance on using results, school decision processes, or accommodation requests; it also frames the topic as provider comparison, which mismatches this intent.","Y","FILEPATH: insights/neuro-021-how-to-use-results-for-accommodations.html || CURRENT: Scraped landing section || MISSING: Yes. The current page offers no meaningful guidance on using results, school decision processes, or accommodation requests; it also frames the topic as provider comparison, which mismatches this intent. || EDIT: Develop a balanced, source-backed guide that starts with the practical next action: translate report findings into educational impact and request the appropriate school process. Add a carefully qualified explanation of school evaluation versus private neuropsych evaluation, noting that an outside report can inform but does not automatically compel eligibility or accommodations. Include 504, IDEA/special education, and college as separately labeled pathways.","1","new","Moderate to strong: cites ColumbiaDoctors and UMass Memorial Health alongside several neuropsychology and accommodation-assessment providers. The institutional sources contribute medical credibility, while specialty practices show competitive topical depth.","weak incumbent","structure","authority required","insights/neuro-021-how-to-use-results-for-accommodations.html","Develop a balanced, source-backed guide that starts with the practical next action: translate report findings into educational impact and request the appropriate school process. Add a carefully qualified explanation of school evaluation versus private neuropsych evaluation, noting that an outside report can inform but does not automatically compel eligibility or accommodations. Include 504, IDEA/special education, and college as separately labeled pathways.","new"
"how to use neuropsych evaluation results to get school accommodations","https://theindustryguides.com/insights/neuro-021-how-to-use-results-for-accommodations.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","Highly actionable K-12 guide: analyze the report, identify diagnoses and functional findings, translate recommendations into educational impact, then pursue a 504 plan or IEP; it also signals a separate college path.","Y","Y","Yes. The intended page provides neither the IEP/504 distinctions nor the concrete translation, request, and follow-through steps expected by users.","Y","FILEPATH: insights/neuro-021-how-to-use-results-for-accommodations.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page provides neither the IEP/504 distinctions nor the concrete translation, request, and follow-through steps expected by users. || EDIT: Create a structured K-12-first page with sections for extracting relevant report evidence, choosing the correct request pathway, making a written request, preparing for the meeting, proposing accommodations tied to documented functional barriers, and checking plan implementation. Add a distinct college section because disability-office documentation and processes differ. Avoid implying that a neuropsych report automatically yields either a 504 plan or an IEP.","1","new","No explicit citations, but the answer demonstrates topical specificity through 504-plan, IEP, educational-impact, processing-speed, working-memory, and evaluator-recommendation concepts.","weak incumbent","structure","authority required","insights/neuro-021-how-to-use-results-for-accommodations.html","Create a structured K-12-first page with sections for extracting relevant report evidence, choosing the correct request pathway, making a written request, preparing for the meeting, proposing accommodations tied to documented functional barriers, and checking plan implementation. Add a distinct college section because disability-office documentation and processes differ. Avoid implying that a neuropsych report automatically yields either a 504 plan or an IEP.","new"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A practical, step-by-step clinical-navigation answer: start with the pediatrician, then identify appropriate developmental, psychological/neuropsychological, psychiatric, speech-language, and occupational-therapy inputs.","Y","Y","The intended page does not actually answer what evaluation is needed. It repeats the query as a “concrete factor,” offers no clinical distinctions or actionable evaluation pathway, and primarily routes readers to another domain.","Y","FILEPATH: insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: Scraped landing section || MISSING: The intended page does not actually answer what evaluation is needed. It repeats the query as a “concrete factor,” offers no clinical distinctions or actionable evaluation pathway, and primarily routes readers to another domain. || EDIT: Replace the generic “compare options” direct answer with a parent-facing decision guide. State that the usual need is a comprehensive developmental/diagnostic evaluation that assesses both ADHD and autism rather than two isolated screenings; explain who can perform it, what records and observations are commonly included, when speech/language or OT assessments are add-ons, the difference between a school evaluation and a medical diagnosis, and urgent/safety escalation. Support clinical claims with AAP, CDC, and/or Canadian Paediatric Society guidance. Keep the local-guide handoff as an optional next step rather than the substance of the page.","1","L1 = vs. 2026-08-13 (7d ago)","No citations or institutional links, but the response uses recognizable licensed-professional roles and a medically conventional referral sequence.","weak incumbent","completeness","free win","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Replace the generic “compare options” direct answer with a parent-facing decision guide. State that the usual need is a comprehensive developmental/diagnostic evaluation that assesses both ADHD and autism rather than two isolated screenings; explain who can perform it, what records and observations are commonly included, when speech/language or OT assessments are add-ons, the difference between a school evaluation and a medical diagnosis, and urgent/safety escalation. Support clinical claims with AAP, CDC, and/or Canadian Paediatric Society guidance. Keep the local-guide handoff as an optional next step rather than the substance of the page.","L1 = vs. 2026-08-13 (7d ago)"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","Perplexity","2026-08-20","","A long-form, provider-marketing-style discussion of ADHD/autism comorbidity, prevalence, assessment, and autism support levels; it is only loosely shaped around the parent’s immediate decision.","Y","Y","The target page has virtually no diagnostic-evaluation guidance, evidence, comparison framework, or parent workflow. Its generic wording is less helpful even than this unfocused competitor response.","Y","FILEPATH: insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: Scraped landing section || MISSING: The target page has virtually no diagnostic-evaluation guidance, evidence, comparison framework, or parent workflow. Its generic wording is less helpful even than this unfocused competitor response. || EDIT: Create a concise, neutral alternative that answers the question in the first paragraph, then uses a table for: comprehensive developmental assessment, neuropsychological evaluation, autism diagnostic assessment, ADHD assessment, school evaluation, and targeted SLP/OT assessments. Explain when each is useful and when a combined evaluation is preferable. Cite a small number of high-authority clinical sources rather than matching the competitor’s sprawling citation list. Do not imitate provider-marketing language or add broad prevalence claims unless they are necessary and sourced.","1","new","Ten external citations, including CHADD, Cedars-Sinai, and the Canadian Paediatric Society, create strong research and institutional-authority signals. However, the opening promotional quotation and lengthy support-level material weaken neutrality and focus.","weak incumbent","completeness","free win","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Create a concise, neutral alternative that answers the question in the first paragraph, then uses a table for: comprehensive developmental assessment, neuropsychological evaluation, autism diagnostic assessment, ADHD assessment, school evaluation, and targeted SLP/OT assessments. Explain when each is useful and when a combined evaluation is preferable. Cite a small number of high-authority clinical sources rather than matching the competitor’s sprawling citation list. Do not imitate provider-marketing language or add broad prevalence claims unless they are necessary and sourced.","new"
"my child shows both ADHD and autism symptoms what kind of eval do I need","https://theindustryguides.com/insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","A focused explanatory guide that recommends a comprehensive neuropsychological or developmental assessment, lists domains assessed, and identifies appropriate pediatric specialists.","Y","Y","The target page is a routing shell rather than an explanation of the evaluation type, its components, or the professionals qualified to provide it. It fails the core informational intent that Gemini satisfies well.","Y","FILEPATH: insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html || CURRENT: Scraped landing section || MISSING: The target page is a routing shell rather than an explanation of the evaluation type, its components, or the professionals qualified to provide it. It fails the core informational intent that Gemini satisfies well. || EDIT: Write an answer-first page that preserves the useful core distinction: a child with both symptom sets often needs one comprehensive assessment that can consider ADHD, ASD, language, learning, adaptive functioning, and other explanations. Add a “which evaluator?” section distinguishing developmental-behavioral pediatrics, child psychology/neuropsychology, and child psychiatry; identify the role of developmental history, parent/teacher rating scales, direct observation, cognitive/academic testing where indicated, and medical review. Include school-versus-medical evaluation limits and source the recommendations with authoritative pediatric guidance.","1","new","No formal citations, but the answer demonstrates topic fluency through accurate terminology, explains the rationale for a combined assessment, and uses a logical heading-based structure.","weak incumbent","completeness","free win","insights/neuro-002-what-to-do-when-adhd-and-autism-symptoms-overlap.html","Write an answer-first page that preserves the useful core distinction: a child with both symptom sets often needs one comprehensive assessment that can consider ADHD, ASD, language, learning, adaptive functioning, and other explanations. Add a “which evaluator?” section distinguishing developmental-behavioral pediatrics, child psychology/neuropsychology, and child psychiatry; identify the role of developmental history, parent/teacher rating scales, direct observation, cognitive/academic testing where indicated, and medical review. Include school-versus-medical evaluation limits and source the recommendations with authoritative pediatric guidance.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A structured adult-versus-child comparison organized by developmental considerations, test format, and common referral reasons.","Y","Y","The intended page merely tells users to compare concrete factors and does not supply any of those factors. It contains no adult/child distinction, examples of referral reasons, testing-process explanation, or evidence.","Y","FILEPATH: insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: Scraped landing section || MISSING: The intended page merely tells users to compare concrete factors and does not supply any of those factors. It contains no adult/child distinction, examples of referral reasons, testing-process explanation, or evidence. || EDIT: Replace the current generic comparison language with an actual adults-versus-children matrix. Cover referral questions; interview informants and collateral records; developmental and educational history; test selection and norms; behavioral observations; likely assessment domains; session logistics, fatigue, and caregiver participation; school/work recommendations; and how reports are used. Add nuance that the exact battery depends on the referral question, not age alone. Cite a pediatric neuropsychology authority and an adult neuropsychology/medical authority.","1","new","No citations, but it signals credibility through an age-stratified comparison, clinically familiar referral reasons, and clear explanation of developmental interpretation.","weak incumbent","completeness","free win","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Replace the current generic comparison language with an actual adults-versus-children matrix. Cover referral questions; interview informants and collateral records; developmental and educational history; test selection and norms; behavioral observations; likely assessment domains; session logistics, fatigue, and caregiver participation; school/work recommendations; and how reports are used. Add nuance that the exact battery depends on the referral question, not age alone. Cite a pediatric neuropsychology authority and an adult neuropsychology/medical authority.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","Perplexity","2026-08-20","","A child-focused description of why pediatric neuropsychology differs, records to bring, and a typical child appointment process. It does not meaningfully answer the adult-versus-child comparison.","Y","Y","The target contains no actual comparison or practical preparation guidance. Although the competitor is incomplete and child-heavy, it still gives users more concrete process information than the intended page.","Y","FILEPATH: insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: Scraped landing section || MISSING: The target contains no actual comparison or practical preparation guidance. Although the competitor is incomplete and child-heavy, it still gives users more concrete process information than the intended page. || EDIT: Use the competitor’s omission as the differentiation opportunity: open with a direct adult-versus-child summary and present a balanced table. Include child-specific inputs such as caregiver interview, teacher/IEP records, classroom demands, and developmental milestones alongside adult-specific inputs such as independent history, work/college functioning, medical/neurologic history, and collateral information when appropriate. Explain that both groups receive interview, standardized testing, records review, and recommendations, with batteries tailored to the referral question. Add reputable citations and avoid copying provider-process prose.","1","new","Ten citations and references to pediatric evaluation practices provide apparent authority, though several are private-practice sources and the response reads partly like pasted source material rather than an original comparison.","weak incumbent","completeness","free win","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Use the competitor’s omission as the differentiation opportunity: open with a direct adult-versus-child summary and present a balanced table. Include child-specific inputs such as caregiver interview, teacher/IEP records, classroom demands, and developmental milestones alongside adult-specific inputs such as independent history, work/college functioning, medical/neurologic history, and collateral information when appropriate. Explain that both groups receive interview, standardized testing, records review, and recommendations, with batteries tailored to the referral question. Add reputable citations and avoid copying provider-process prose.","new"
"neuropsychological evaluation for adults vs children what is different","https://theindustryguides.com/insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","The model gives a clear, structured side-by-side comparison organized around developmental context, referral reasons, methods, and outcomes. The intended page has only a generic one-sentence direct answer and routing links.","Y","Y","Yes. The intended page does not provide the substantive comparison that the model supplies.","Y","FILEPATH: insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page does not provide the substantive comparison that the model supplies. || EDIT: Replace the generic direct-answer block with a true adult-versus-child comparison. Use a table covering referral questions, developmental versus acquired-change baseline, history sources, test selection and norms, school/work functioning, caregiver involvement, feedback, and common deliverables. Add a short section explaining where the pathways overlap and when to seek urgent medical care.","1","new","No citations were supplied, but the response demonstrates useful domain framing: developmental assessment, age-normed testing, and comparison with premorbid functioning.","weak incumbent","completeness","authority required","insights/neuro-023-neuropsych-evaluation-for-adults-vs-kids.html","Replace the generic direct-answer block with a true adult-versus-child comparison. Use a table covering referral questions, developmental versus acquired-change baseline, history sources, test selection and norms, school/work functioning, caregiver involvement, feedback, and common deliverables. Add a short section explaining where the pathways overlap and when to seek urgent medical care.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","The model provides a practical numbered checklist of evaluator-selection red flags, including credentials, relevant experience, transparency, promises, and reputation. The intended page offers no actual red-flag checklist.","Y","Y","Yes. The intended page names the topic but fails to answer it with usable selection criteria.","Y","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page names the topic but fails to answer it with usable selection criteria. || EDIT: Build the page around an actionable red-flags checklist: unclear licensure/training, lack of population or condition-specific experience, nontransparent fees and insurance policies, overly brief or test-only evaluations, no records review/collateral input when appropriate, unclear feedback or written-report process, unsupported certainty or guaranteed outcomes, and weak privacy/communication practices. Pair every red flag with a verification question.","1","new","No sources are cited. The response invokes recognizable qualification signals, including licensure, doctoral training, and ABPP board certification, though the claims should be carefully qualified and verified.","weak incumbent","structure","authority required","insights/neuro-012-neuro-eval-red-flags.html","Build the page around an actionable red-flags checklist: unclear licensure/training, lack of population or condition-specific experience, nontransparent fees and insurance policies, overly brief or test-only evaluations, no records review/collateral input when appropriate, unclear feedback or written-report process, unsupported certainty or guaranteed outcomes, and weak privacy/communication practices. Pair every red flag with a verification question.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","Perplexity","2026-08-20","","The model response is a stitched set of excerpts and headings. It starts with signs that a child may need an evaluation, shifts to how an evaluation works and preparation, and only briefly mentions choosing a board-certified examiner. It does not coherently answer the requested evaluator-selection question.","Y","Y","Yes. The intended page is even less responsive than the model: it contains no substantive red-flag guidance. However, the model itself is poorly aligned and should not be treated as a content-quality benchmark.","Y","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page is even less responsive than the model: it contains no substantive red-flag guidance. However, the model itself is poorly aligned and should not be treated as a content-quality benchmark. || EDIT: Do not optimize the page to mimic this fragmented answer. Instead, create a focused consumer checklist that answers the actual query. Include licensure verification, relevant specialty experience, evaluation scope, timeline, fees/insurance, records and collateral process, report and feedback practices, and signs of overpromising. Cite primary professional and health-system sources where possible.","1","new","The model cites multiple external sources, including Cleveland Clinic, Brain Injury Association of America, Teachers College Columbia, and several lower-authority or tangential sources. The cited-source breadth is stronger than the answer synthesis, and several sources are not directly relevant to choosing a neuropsych evaluator.","weak incumbent","structure","authority required","insights/neuro-012-neuro-eval-red-flags.html","Do not optimize the page to mimic this fragmented answer. Instead, create a focused consumer checklist that answers the actual query. Include licensure verification, relevant specialty experience, evaluation scope, timeline, fees/insurance, records and collateral process, report and feedback practices, and signs of overpromising. Cite primary professional and health-system sources where possible.","new"
"red flags to watch out for when choosing a neuropsych evaluator","https://theindustryguides.com/insights/neuro-012-neuro-eval-red-flags.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","The model presents a well-organized red-flag guide grouped by credentials/specialization, evaluation process, communication, and business practices. The intended page does not provide any of those categories or supporting detail.","Y","Y","Yes. The intended page has a complete absence of the detailed selection guidance sought by the query and supplied by the model.","Y","FILEPATH: insights/neuro-012-neuro-eval-red-flags.html || CURRENT: Scraped landing section || MISSING: Yes. The intended page has a complete absence of the detailed selection guidance sought by the query and supplied by the model. || EDIT: Create a categorized red-flags guide modeled on the user’s decision process, not on generic routing. Add sections for credentials and scope, evaluation quality, transparency, report/feedback process, and administrative practices. For each item, tell readers exactly how to verify it and what nuance applies.","1","new","No citations were supplied. The response uses specific professional signals—doctoral training, licensure, formal neuropsychology fellowship, scope fit, and board certification—which make it look authoritative but require precise, jurisdiction-aware wording.","weak incumbent","structure","authority required","insights/neuro-012-neuro-eval-red-flags.html","Create a categorized red-flags guide modeled on the user’s decision process, not on generic routing. Add sections for credentials and scope, evaluation quality, transparency, report/feedback process, and administrative practices. For each item, tell readers exactly how to verify it and what nuance applies.","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","The model gives a supportive post-diagnosis orientation: understanding ASD, accessing supports, school planning, therapies, and strengths. The intended page has the community question as a heading but its visible content is largely publisher and provider-routing material, with no visible substantive answer.","Y","Y","Yes. The page captures a highly specific parent concern in its title but does not visibly provide the requested explanation, practical next steps, or sources.","Y","FILEPATH: neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Scraped landing section || MISSING: Yes. The page captures a highly specific parent concern in its title but does not visibly provide the requested explanation, practical next steps, or sources. || EDIT: Answer the parent’s actual concern with a compassionate, evidence-informed explanation: socially outgoing children can still meet ASD criteria; masking/camouflaging, rigidity, sensory needs, executive-function differences, and transition difficulty may be less visible. Explain what to review in the neuropsych report, how to discuss findings with the treating clinician and school, and how to seek supports based on functional needs rather than a functioning label.","1","new","No citations are provided. The response uses common support pathways—school accommodations, speech/occupational therapy, social-skills support, and ABA—but it lacks diagnostic, clinical, and education-law sourcing and uses the outdated/ambiguous “high functioning” framing without clarification.","weak incumbent","structure","authority required","neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html","Answer the parent’s actual concern with a compassionate, evidence-informed explanation: socially outgoing children can still meet ASD criteria; masking/camouflaging, rigidity, sensory needs, executive-function differences, and transition difficulty may be less visible. Explain what to review in the neuropsych report, how to discuss findings with the treating clinician and school, and how to seek supports based on functional needs rather than a functioning label.","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","Perplexity","2026-08-20","","Parent-facing, empathetic explanation followed by a concise interpretation framework, practical next steps, questions for the evaluator/school, and visible FAQs.","Y","Y","The intended page matches the query nearly verbatim but its visible content is routing and template language, not a usable answer. Perplexity offers more substantive clinical context and recognized-source citations.","Y","FILEPATH: neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Scraped landing section || MISSING: The intended page matches the query nearly verbatim but its visible content is routing and template language, not a usable answer. Perplexity offers more substantive clinical context and recognized-source citations. || EDIT: Replace the generic “Evidence-to-Action Framework” placeholder with a direct answer to why a socially engaged child may still meet ASD criteria, clarify that functioning labels can obscure support needs, explain what transition rigidity can indicate, and give concrete post-evaluation steps. Link users needing provider selection or local logistics to neuroevalguides.com.","1","new","Strong citation volume, including PMC, NIMH, MedlinePlus, Harvard Health, and NYU Langone; however, the response mostly reproduces academic-review material rather than directly answering the parent's situation.","weak incumbent","structure","free win","neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html","Replace the generic “Evidence-to-Action Framework” placeholder with a direct answer to why a socially engaged child may still meet ASD criteria, clarify that functioning labels can obscure support needs, explain what transition rigidity can indicate, and give concrete post-evaluation steps. Link users needing provider selection or local logistics to neuroevalguides.com.","new"
"we only discovered ASD through neuropsych evaluation because my child is highly functioning","https://theindustryguides.com/neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","Warm parent-facing response with sections on why ASD can be missed, what the evaluation means, how to use the report, immediate supports, and FAQs.","Y","Y","Gemini provides the kind of accessible, emotionally responsive explanation the page should contain, while the intended page's visible copy is largely navigation and generic framework language.","Y","FILEPATH: neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html || CURRENT: Scraped landing section || MISSING: Gemini provides the kind of accessible, emotionally responsive explanation the page should contain, while the intended page's visible copy is largely navigation and generic framework language. || EDIT: Publish a direct, evidence-backed version of the response rather than template copy. Avoid presenting “high-functioning” as a clinical conclusion; explain that strong language, intelligence, or sociability do not independently rule ASD in or out. Add a clear route to neuroevalguides.com for local next steps.","1","new","No citations or named clinical authorities. Its strengths are direct empathy, clear organization, and useful concepts such as masking, compensatory strategies, and uneven profiles.","weak incumbent","structure","free win","neuro/community-questions/we-actually-only-uncovered-the-asd-in-a-recent-neuropsych-evaluation-because-he-is-highly-/index.html","Publish a direct, evidence-backed version of the response rather than template copy. Avoid presenting “high-functioning” as a clinical conclusion; explain that strong language, intelligence, or sociability do not independently rule ASD in or out. Add a clear route to neuroevalguides.com for local next steps.","new"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A chronological “before, during, and after” guide: referral/intake, records and collateral information, testing day(s), scoring/interpretation, feedback visit, and post-report follow-through. State that sequence and duration vary by patient, referral question, and practice.","Y","Y","GPT-4o supplies a usable general process explanation; the intended page’s visible content is not an actual walkthrough and uses opaque template language instead of session-level details.","Y","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: Scraped landing section || MISSING: GPT-4o supplies a usable general process explanation; the intended page’s visible content is not an actual walkthrough and uses opaque template language instead of session-level details. || EDIT: Replace the placeholder direct-answer block with a concrete walkthrough. Separate activities that may occur in one appointment from activities that may occur over several appointments, include preparation and fatigue/accommodation guidance, and explain what the feedback/report stage produces. Keep the local-routing link as a secondary next step.","1","L2→L1 ↓ vs. 2026-08-13 (7d ago)","No citations, but the response accurately reflects common evaluation components and is clearly structured around the user's requested session sequence.","weak incumbent","structure","free win","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Replace the placeholder direct-answer block with a concrete walkthrough. Separate activities that may occur in one appointment from activities that may occur over several appointments, include preparation and fatigue/accommodation guidance, and explain what the feedback/report stage produces. Keep the local-routing link as a secondary next step.","L2→L1 ↓ vs. 2026-08-13 (7d ago)"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","Perplexity","2026-08-20","","General, provider-neutral chronological guide with common phases, variation notes, a preparation checklist, and feedback/report expectations.","Y","Y","Perplexity offers authoritative sources and a detailed process, but its answer is poorly aligned because it is framed around one Idaho practice. The target page still lacks the general walkthrough users seek.","Y","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: Scraped landing section || MISSING: Perplexity offers authoritative sources and a detailed process, but its answer is poorly aligned because it is framed around one Idaho practice. The target page still lacks the general walkthrough users seek. || EDIT: Create an independent, national/general walkthrough instead of mirroring a local provider’s process. Use the cited hospital-system sources to substantiate common elements, disclose that workflow varies, and reserve local-provider routing for the page’s final CTA.","1","L3→L1 ↓ vs. 2026-08-13 (7d ago)","High apparent authority through links to CHOP, Cleveland Clinic, Stanford Health Care, ColumbiaDoctors, Hopkins, and Fairview. However, the displayed response is substantially localized to Idaho Neuropsychology and opens like provider promotional copy.","weak incumbent","structure","free win","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Create an independent, national/general walkthrough instead of mirroring a local provider’s process. Use the cited hospital-system sources to substantiate common elements, disclose that workflow varies, and reserve local-provider routing for the page’s final CTA.","L3→L1 ↓ vs. 2026-08-13 (7d ago)"
"what happens during each session of a neuropsychological evaluation","https://theindustryguides.com/insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","theindustryguides.com","Gemini 1.5 Flash","2026-08-20","","A flexible phase-by-phase explanation rather than a rigid “three sessions” promise, with separate notes for children, adults, and evaluations split over multiple testing days.","Y","Y","Gemini gives a clearer session-oriented answer than the intended page, but it lacks sources and overgeneralizes the number and boundaries of sessions. The intended page does not visibly answer the query at all.","Y","FILEPATH: insights/neuro-003-session-by-session-walkthrough-what-to-expect.html || CURRENT: Scraped landing section || MISSING: Gemini gives a clearer session-oriented answer than the intended page, but it lacks sources and overgeneralizes the number and boundaries of sessions. The intended page does not visibly answer the query at all. || EDIT: Replace the template content with the requested session-level explanation, but do not adopt Gemini’s fixed-session framing. Lead with the fact that practices combine or split phases differently; then describe the common sequence and give users questions to ask when scheduling.","1","L2→L1 ↓ vs. 2026-08-13 (7d ago)","No citations or institutional authority signals. It is well organized and practical, but it confidently asserts a typical fixed three- or four-session structure that is not universal.","weak incumbent","structure","free win","insights/neuro-003-session-by-session-walkthrough-what-to-expect.html","Replace the template content with the requested session-level explanation, but do not adopt Gemini’s fixed-session framing. Lead with the fact that practices combine or split phases differently; then describe the common sequence and give users questions to ask when scheduling.","L2→L1 ↓ vs. 2026-08-13 (7d ago)"
"what should I verify before booking a neuropsych evaluation for my child","https://theindustryguides.com/insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","theindustryguides.com","OpenAI GPT-4o","2026-08-20","","A practical, parent-facing checklist covering provider credentials, pediatric specialization, scope and goals, timing, insurance/cost, records needed, report/feedback deliverables, and school-use considerations.","Y","Y","The intended page does not substantively answer the query. Its direct-answer section repeats query variants and redirects users rather than giving verification steps.","Y","FILEPATH: insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html || CURRENT: Scraped landing section || MISSING: The intended page does not substantively answer the query. Its direct-answer section repeats query variants and redirects users rather than giving verification steps. || EDIT: Replace the keyword-repetitive “Direct answer” with a real pre-booking checklist. Add sections for clinician qualifications, pediatric-condition fit, referral/authorization requirements, exact testing scope, wait and report timelines, total fees/CPT codes/insurance, records to bring, feedback session, and whether recommendations can support IEP/504 planning. Link the canonical local-guide domain only as an optional next step after answering the question.","1","L1 = vs. 2026-08-13 (7d ago)","No citations, but the response uses plausible clinical-selection criteria and clear, actionable organization.","weak incumbent","completeness","authority required","insights/neuro-007-what-to-verify-before-booking-child-neuropsych-testing.html","Replace the keyword-repetitive “Direct answer” with a real pre-booking checklist. Add sections for clinician qualifications, pediatric-condition fit, referral/authorization requirements, exact testing scope, wait and report timelines, total fees/CPT codes/insurance, records to bring, feedback session, and whether recommendations can support IEP/504 planning. Link the canonical local-guide domain only as an optional next step after answering the question.","L1 = vs. 2026-08-13 (7d ago)"
