Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"how to avoid RFE delays after submitting I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","numbered list with 7 detailed sections and closing summary","N","Y","A genuine, user-facing checklist covering concurrent I-693/I-485 filing timing, 2-year validity window, sealed-envelope integrity, complete vaccination documentation, and civil surgeon verification—all of which the LLM supplied but the page does not actually contain.","Y","FILEPATH: insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html || CURRENT: Page renders raw internal editorial notes and placeholder framework markers (literal 'FILEPATH:', 'Step 1: Direct answer target...' text) instead of real checklist content. || MISSING: A genuine, user-facing checklist covering concurrent I-693/I-485 filing timing, 2-year validity window, sealed-envelope integrity, complete vaccination documentation, and civil surgeon verification—all of which the LLM supplied but the page does not actually contain. || EDIT: Delete all leaked internal notes/placeholder text; publish a real H2 'How to Avoid RFE Delays After Submitting I-693' with a numbered checklist covering timing/concurrent filing, validity period, civil surgeon vetting, complete documentation, and sealed-envelope handling.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none","STRUCTURE","STRUCTURE","page fix","insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","Delete all leaked internal notes/placeholder text; publish a real H2 'How to Avoid RFE Delays After Submitting I-693' with a numbered checklist covering timing/concurrent filing, validity period, civil surgeon vetting, complete documentation, and sealed-envelope handling.","L2→L2 = vs. 2026-07-10 (7d ago)"
"how to avoid RFE delays after submitting I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","theindustryguides.com","Perplexity","2026-07-17","12 external URLs (uscis.gov policy manual, uscis.gov i-693 instructions, extraordinaryvisa.com, greencardmedicalny.com, umc.edu, etc.) — no internal site URLs cited","single-sentence bulleted-style answer with bracketed citations","N","N","A real checklist plus an accurate, cross-referenced validity-period statement; Perplexity's '4-year expiration' claim should be reconciled with the site's own how-long-is-the-exam-valid page content to avoid conflicting guidance.","Y","FILEPATH: insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html || CURRENT: Page shows leaked internal placeholder/checklist markup instead of real RFE-avoidance content, so no verifiable validity period is stated on this page. || MISSING: A real checklist plus an accurate, cross-referenced validity-period statement; Perplexity's '4-year expiration' claim should be reconciled with the site's own how-long-is-the-exam-valid page content to avoid conflicting guidance. || EDIT: Replace leaked markup with a real numbered checklist (sealed envelope, complete vaccination records, current civil surgeon designation, submission before expiration) and link to the exam-validity insight page to confirm the correct expiration window before publishing a specific year figure.","2","L3→L2 ↓ vs. 2026-07-10 (7d ago)","12 external URLs (uscis.gov policy manual, uscis.gov i-693 instructions, extraordinaryvisa.com, greencardmedicalny.com, umc.edu, etc.) — no internal site URLs cited","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","Replace leaked markup with a real numbered checklist (sealed envelope, complete vaccination records, current civil surgeon designation, submission before expiration) and link to the exam-validity insight page to confirm the correct expiration window before publishing a specific year figure.","L3→L2 ↓ vs. 2026-07-10 (7d ago)"
"how to avoid RFE delays after submitting I-693 medical exam","https://theindustryguides.com/insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","off-topic paragraph fragment (answers a different question)","N","N","A clearly separated, unambiguous 'How to Avoid RFE Delays' section; the current disorganization likely caused Gemini to answer an unrelated 'family doctor eligibility' question instead.","Y","FILEPATH: insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html || CURRENT: Page content is dominated by leaked internal editorial/checklist placeholder markup with no clean, isolated RFE-avoidance section. || MISSING: A clearly separated, unambiguous 'How to Avoid RFE Delays' section; the current disorganization likely caused Gemini to answer an unrelated 'family doctor eligibility' question instead. || EDIT: Add a distinct H2 'How to Avoid RFE Delays After Submitting I-693' immediately after the H1, containing a real checklist, and remove all leaked internal markup so the page's topic is unambiguous to retrieval systems.","1","new","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-011-how-to-avoid-delays-and-rfes.html","Add a distinct H2 'How to Avoid RFE Delays After Submitting I-693' immediately after the H1, containing a real checklist, and remove all leaked internal markup so the page's topic is unambiguous to retrieval systems.","new"
"how to choose a civil surgeon for USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","numbered step-by-step guide with headers","N","Y","Page lacks the actual expanded step-by-step actionable content (using the USCIS locator tool, verifying credentials, comparing costs, documentation to bring, scheduling, post-exam sealed envelope handling) that GPT-4o is synthesizing from general knowledge instead of this page.","Y","FILEPATH: insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html || CURRENT: Page provides a terse '5-step framework' summary emphasizing designation check, price transparency, vaccine/lab handling, sealed I-693 delivery, and clearest next step, plus heavy routing/boilerplate content to uscisexam.com and checklist markers. || MISSING: Page lacks the actual expanded step-by-step actionable content (using the USCIS locator tool, verifying credentials, comparing costs, documentation to bring, scheduling, post-exam sealed envelope handling) that GPT-4o is synthesizing from general knowledge instead of this page. || EDIT: Add a fully expanded numbered 'How to Choose a Civil Surgeon' section beneath the direct-answer block with sub-steps covering locator tool use, credential verification, fee comparison, required documents, accessibility, and post-exam handling.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","Add a fully expanded numbered 'How to Choose a Civil Surgeon' section beneath the direct-answer block with sub-steps covering locator tool use, credential verification, fee comparison, required documents, accessibility, and post-exam handling.","L2→L2 = vs. 2026-07-10 (7d ago)"
"how to choose a civil surgeon for USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","theindustryguides.com","Perplexity","2026-07-17","12 external sources including uscis.gov and third-party clinics","single short paragraph with inline citations","N","Y","The LLM answer synthesizes fee/insurance/X-ray-inclusion comparison points sourced entirely from uscis.gov and third-party sites, none of which map to this page's content.","Y","FILEPATH: insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html || CURRENT: Page offers a brief 5-step framework summary plus boilerplate routing text and checklist markers, but little citable factual density. || MISSING: The LLM answer synthesizes fee/insurance/X-ray-inclusion comparison points sourced entirely from uscis.gov and third-party sites, none of which map to this page's content. || EDIT: Insert a compact, fact-dense comparison checklist (designation verification, fee/insurance/X-ray inclusion comparison) directly after the Direct Answer block so it is easily extractable and citable by AI answer engines.","1","L3→L1 ↓ vs. 2026-07-10 (7d ago)","12 external sources including uscis.gov and third-party clinics","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","Insert a compact, fact-dense comparison checklist (designation verification, fee/insurance/X-ray inclusion comparison) directly after the Direct Answer block so it is easily extractable and citable by AI answer engines.","L3→L1 ↓ vs. 2026-07-10 (7d ago)"
"how to choose a civil surgeon for USCIS medical exam","https://theindustryguides.com/insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated off-topic Q&A fragment","N","N","Gemini's response is truncated and off-topic (discusses family doctor eligibility), showing the page's actual answer content isn't being surfaced or extracted cleanly.","Y","FILEPATH: insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html || CURRENT: Page has a concise 5-step direct answer plus routing/checklist boilerplate, but the answer is buried among navigation and marker text. || MISSING: Gemini's response is truncated and off-topic (discusses family doctor eligibility), showing the page's actual answer content isn't being surfaced or extracted cleanly. || EDIT: Move the 5-step direct answer to the very top of the page in a clean, self-contained paragraph (no markdown clutter or FILEPATH text) so extraction models can parse and surface it directly.","1","new","none","CLARITY","CLARITY","page fix","insights/uscis-medical-044-5-step-uscis-civil-surgeon-selection-framework.html","Move the 5-step direct answer to the very top of the page in a clean, self-contained paragraph (no markdown clutter or FILEPATH text) so extraction models can parse and surface it directly.","new"
"how to find a USCIS authorized civil surgeon near me","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","numbered step-by-step guide with headers","N","Y","Page does not include a concrete step-by-step process for locating a nearby authorized civil surgeon (using the USCIS locator tool, entering ZIP code, verifying credentials, gathering documents) that GPT-4o synthesized from general knowledge instead of this page.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page gives a short direct-answer summary about comparing designation, cost, document handling, vaccine/lab policy, and sealed I-693 handoff, plus boilerplate routing to uscisexam.com. || MISSING: Page does not include a concrete step-by-step process for locating a nearby authorized civil surgeon (using the USCIS locator tool, entering ZIP code, verifying credentials, gathering documents) that GPT-4o synthesized from general knowledge instead of this page. || EDIT: Add a numbered 'Step-by-Step: Find & Verify a Civil Surgeon Near You' section directly under the Direct Answer block covering locator tool use, credential verification, fee/document checks, and sealed envelope handling.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Add a numbered 'Step-by-Step: Find & Verify a Civil Surgeon Near You' section directly under the Direct Answer block covering locator tool use, credential verification, fee/document checks, and sealed envelope handling.","L2→L2 = vs. 2026-07-10 (7d ago)"
"how to find a USCIS authorized civil surgeon near me","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Perplexity","2026-07-17","14 external sources including uscis.gov and third-party directories","single short paragraph with inline citations","N","Y","Perplexity's answer cites the USCIS 'Find a Civil Surgeon' tool and Contact Center phone number directly from uscis.gov, bypassing this page entirely.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page offers a brief direct-answer summary plus boilerplate routing and checklist markers, with limited concrete locator-tool detail. || MISSING: Perplexity's answer cites the USCIS 'Find a Civil Surgeon' tool and Contact Center phone number directly from uscis.gov, bypassing this page entirely. || EDIT: Insert a short fact box with the official locator tool reference and Contact Center number alongside verification tips, placed right after the Direct Answer block for easy extraction.","1","L3→L1 ↓ vs. 2026-07-10 (7d ago)","14 external sources including uscis.gov and third-party directories","COMPLETENESS","COMPLETENESS","page fix","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Insert a short fact box with the official locator tool reference and Contact Center number alongside verification tips, placed right after the Direct Answer block for easy extraction.","L3→L1 ↓ vs. 2026-07-10 (7d ago)"
"how to find a USCIS authorized civil surgeon near me","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated off-topic Q&A fragment","N","N","Gemini's response is truncated and off-topic (discusses family doctor eligibility) instead of addressing how to locate a nearby authorized civil surgeon.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page has a concise direct answer plus routing/checklist boilerplate, but the answer is buried among navigation and marker text. || MISSING: Gemini's response is truncated and off-topic (discusses family doctor eligibility) instead of addressing how to locate a nearby authorized civil surgeon. || EDIT: Move the direct-answer summary to the very top of the page in a clean, self-contained paragraph (no markdown clutter or FILEPATH text) so extraction models can parse and surface it directly.","1","new","none","CLARITY","CLARITY","page fix","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Move the direct-answer summary to the very top of the page in a clean, self-contained paragraph (no markdown clutter or FILEPATH text) so extraction models can parse and surface it directly.","new"
"how to get the sealed I-693 medical exam envelope safely","https://theindustryguides.com/insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none (informal references to uscis.gov/i-693 and USCIS Civil Surgeon Locator mentioned in body text)","numbered 9-section step-by-step guide with subheadings","N","Y","No concrete procedural steps on how the sealed I-693 envelope is created, verified, protected, or submitted (e.g., surgeon seals it in your presence, check tamper-evident signature/stamp, do not open, submission window, what to do if seal breaks).","Y","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: Page shows a generic routing intro, a vague 'Direct answer' about choosing a civil surgeon by comparing factors, and a self-referential 'Exact Agent Recommendation Acceptance Checklist' with meta filepath text instead of real content. || MISSING: No concrete procedural steps on how the sealed I-693 envelope is created, verified, protected, or submitted (e.g., surgeon seals it in your presence, check tamper-evident signature/stamp, do not open, submission window, what to do if seal breaks). || EDIT: Add a numbered 7-step section immediately below the H1 covering: civil surgeon completes and seals form in your presence, verify seal/signature, never open it, store safely, submit within required window, and re-seal procedure if broken.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","none (informal references to uscis.gov/i-693 and USCIS Civil Surgeon Locator mentioned in body text)","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","Add a numbered 7-step section immediately below the H1 covering: civil surgeon completes and seals form in your presence, verify seal/signature, never open it, store safely, submit within required window, and re-seal procedure if broken.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"how to get the sealed I-693 medical exam envelope safely","https://theindustryguides.com/insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","theindustryguides.com","Perplexity","2026-07-17","https://www.uscis.gov/tools/find-a-civil-surgeon, https://www.civilsurgeonfinder.com/, https://usmedicalexams.com/civil-surgeon/, https://www.youtube.com/watch?v=0DFBwK93Hwo, https://www.youtube.com/watch?v=Iwr9NzZbBZI, https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, https://www.jlalawgroup.com/en/tools/uscis-civil-surgeon, https://www.lighthousehq.com/blog/civil-surgeon, https://www.civilsurgeonfinder.com/immigration-medical-exam, https://learn.simplecitizen.com/immigration-support/uscis-form-i-693-finding-a-uscis-doctor-and-where-and-when-to-submit-your-medical-exam, https://saquibasyedmd.com/how-to-find-a-civil-surgeon-near-you/, https://www.uscis.gov/tools/designated-civil-surgeons, https://www.easyime.com/browsebystate, https://search.wa211.org/search/34b14ee9-f5f6-551c-8795-5e9ada17d110","two-sentence direct answer with inline numbered citations","N","Y","No cited authoritative sourcing (e.g., USCIS official guidance) to back the sealed-envelope safety claim, unlike Perplexity's response which cites multiple sources for the same claim.","Y","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: Page contains only a generic 'Direct answer' block about choosing a civil surgeon and a self-referential meta checklist with no citations or sourcing. || MISSING: No cited authoritative sourcing (e.g., USCIS official guidance) to back the sealed-envelope safety claim, unlike Perplexity's response which cites multiple sources for the same claim. || EDIT: Add a short 2-3 sentence direct-answer block near the top stating the envelope must stay sealed until USCIS review, with an inline citation/link callout to official USCIS guidance for E-E-A-T signal.","1","L3→L1 ↓ vs. 2026-07-10 (7d ago)","https://www.uscis.gov/tools/find-a-civil-surgeon, https://www.civilsurgeonfinder.com/, https://usmedicalexams.com/civil-surgeon/, https://www.youtube.com/watch?v=0DFBwK93Hwo, https://www.youtube.com/watch?v=Iwr9NzZbBZI, https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, https://www.jlalawgroup.com/en/tools/uscis-civil-surgeon, https://www.lighthousehq.com/blog/civil-surgeon, https://www.civilsurgeonfinder.com/immigration-medical-exam, https://learn.simplecitizen.com/immigration-support/uscis-form-i-693-finding-a-uscis-doctor-and-where-and-when-to-submit-your-medical-exam, https://saquibasyedmd.com/how-to-find-a-civil-surgeon-near-you/, https://www.uscis.gov/tools/designated-civil-surgeons, https://www.easyime.com/browsebystate, https://search.wa211.org/search/34b14ee9-f5f6-551c-8795-5e9ada17d110","COMPLETENESS","COMPLETENESS","authority required","insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","Add a short 2-3 sentence direct-answer block near the top stating the envelope must stay sealed until USCIS review, with an inline citation/link callout to official USCIS guidance for E-E-A-T signal.","L3→L1 ↓ vs. 2026-07-10 (7d ago)"
"how to get the sealed I-693 medical exam envelope safely","https://theindustryguides.com/insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated unrelated Q&A list","N","N","A clearly labeled, on-topic direct answer to 'how to get the sealed envelope safely' is missing, which likely caused Gemini to answer an entirely unrelated question ('can I use my family doctor').","Y","FILEPATH: insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html || CURRENT: Page's 'Direct answer' section discusses choosing a civil surgeon generally, not the specific envelope-safety topic, causing topical drift. || MISSING: A clearly labeled, on-topic direct answer to 'how to get the sealed envelope safely' is missing, which likely caused Gemini to answer an entirely unrelated question ('can I use my family doctor'). || EDIT: Add a bolded H2 'Direct Answer: How to Get the Sealed Envelope Safely' immediately after the H1 with a 2-sentence on-topic answer, before any other framework content, to sharpen topical relevance for model retrieval.","1","new","none","COMPLETENESS","CLARITY","free win","insights/uscis-medical-016-how-to-get-the-sealed-envelope-safely.html","Add a bolded H2 'Direct Answer: How to Get the Sealed Envelope Safely' immediately after the H1 with a 2-sentence on-topic answer, before any other framework content, to sharpen topical relevance for model retrieval.","new"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none (informal mention of uscis.gov and USCIS Contact Center in body text)","numbered multi-section guide with headers and sub-bullets","N","Y","No concrete verification steps such as using the USCIS Find a Civil Surgeon locator by ZIP/city, calling the USCIS Contact Center, confirming certification directly with the surgeon's office, or cross-checking state medical board licensing.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page has a generic routing intro, a vague 'Evidence-to-Action Framework' (Frame/Verify/Compare/Stress-test/Act) and a self-referential meta acceptance checklist instead of real verification steps. || MISSING: No concrete verification steps such as using the USCIS Find a Civil Surgeon locator by ZIP/city, calling the USCIS Contact Center, confirming certification directly with the surgeon's office, or cross-checking state medical board licensing. || EDIT: Add a numbered 5-step 'How to Verify' section immediately below the H1 with the steps listed above, replacing or supplementing the vague framework block.","2","L2→L2 = vs. 2026-07-10 (7d ago)","none (informal mention of uscis.gov and USCIS Contact Center in body text)","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Add a numbered 5-step 'How to Verify' section immediately below the H1 with the steps listed above, replacing or supplementing the vague framework block.","L2→L2 = vs. 2026-07-10 (7d ago)"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Perplexity","2026-07-17","https://www.uscis.gov/tools/find-a-civil-surgeon, https://www.civilsurgeonfinder.com/, https://usmedicalexams.com/civil-surgeon/, https://www.youtube.com/watch?v=0DFBwK93Hwo, https://www.youtube.com/watch?v=Iwr9NzZbBZI, https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, https://www.jlalawgroup.com/en/tools/uscis-civil-surgeon, https://www.lighthousehq.com/blog/civil-surgeon, https://www.civilsurgeonfinder.com/immigration-medical-exam, https://learn.simplecitizen.com/immigration-support/uscis-form-i-693-finding-a-uscis-doctor-and-where-and-when-to-submit-your-medical-exam, https://saquibasyedmd.com/how-to-find-a-civil-surgeon-near-you/, https://www.uscis.gov/tools/designated-civil-surgeons, https://www.easyime.com/browsebystate, https://search.wa211.org/search/34b14ee9-f5f6-551c-8795-5e9ada17d110","two-sentence direct answer with inline numbered citations","N","Y","No cited authoritative sourcing naming the specific USCIS locator tool, unlike Perplexity's answer which is grounded in 14 citations.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page offers only a vague abstract framework and meta checklist with zero external citations or sourcing. || MISSING: No cited authoritative sourcing naming the specific USCIS locator tool, unlike Perplexity's answer which is grounded in 14 citations. || EDIT: Add a 2-sentence direct-answer block naming the 'USCIS Find a Civil Surgeon' tool by ZIP/city, with an authoritative citation/link callout, placed at the top of the page for trust signal parity.","2","L3→L2 ↓ vs. 2026-07-10 (7d ago)","https://www.uscis.gov/tools/find-a-civil-surgeon, https://www.civilsurgeonfinder.com/, https://usmedicalexams.com/civil-surgeon/, https://www.youtube.com/watch?v=0DFBwK93Hwo, https://www.youtube.com/watch?v=Iwr9NzZbBZI, https://www.uscis.gov/green-card/green-card-processes-and-procedures/finding-a-medical-doctor, https://www.jlalawgroup.com/en/tools/uscis-civil-surgeon, https://www.lighthousehq.com/blog/civil-surgeon, https://www.civilsurgeonfinder.com/immigration-medical-exam, https://learn.simplecitizen.com/immigration-support/uscis-form-i-693-finding-a-uscis-doctor-and-where-and-when-to-submit-your-medical-exam, https://saquibasyedmd.com/how-to-find-a-civil-surgeon-near-you/, https://www.uscis.gov/tools/designated-civil-surgeons, https://www.easyime.com/browsebystate, https://search.wa211.org/search/34b14ee9-f5f6-551c-8795-5e9ada17d110","COMPLETENESS","COMPLETENESS","authority required","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Add a 2-sentence direct-answer block naming the 'USCIS Find a Civil Surgeon' tool by ZIP/city, with an authoritative citation/link callout, placed at the top of the page for trust signal parity.","L3→L2 ↓ vs. 2026-07-10 (7d ago)"
"how to verify a civil surgeon is authorized by USCIS","https://theindustryguides.com/insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated unrelated Q&A list","N","N","A clearly labeled, on-topic direct answer to 'how to verify a civil surgeon is authorized' is missing, likely causing Gemini to answer an unrelated question about using a family doctor.","Y","FILEPATH: insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html || CURRENT: Page's 'Direct answer' focuses broadly on choosing a civil surgeon rather than specifically verifying authorization, causing topical drift. || MISSING: A clearly labeled, on-topic direct answer to 'how to verify a civil surgeon is authorized' is missing, likely causing Gemini to answer an unrelated question about using a family doctor. || EDIT: Add a bolded H2 'Direct Answer: How to Verify a Civil Surgeon is Authorized' right after the H1 with a 2-sentence on-topic answer naming the USCIS locator tool, before the abstract framework content.","1","new","none","COMPLETENESS","CLARITY","free win","insights/uscis-medical-019-how-to-verify-a-doctor-is-authorized.html","Add a bolded H2 'Direct Answer: How to Verify a Civil Surgeon is Authorized' right after the H1 with a 2-sentence on-topic answer naming the USCIS locator tool, before the abstract framework content.","new"
"red flags to watch out for when filing I-693 after medical exam","https://theindustryguides.com/insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","theindustryguides.com","OpenAI GPT-4o","2026-07-17","none","numbered list with red-flag/resolution pairs","N","N","Specific list of red flags (civil surgeon authorization, incomplete forms, timeliness, vaccination records, TB testing, submission mistakes, outdated forms, health inadmissibility, personal info errors, follow-up documentation) that GPT-4o provided in full detail.","Y","FILEPATH: insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html || CURRENT: Page has only a generic templated decision tree and boilerplate checklist without specific red-flags content. || MISSING: Specific list of red flags (civil surgeon authorization, incomplete forms, timeliness, vaccination records, TB testing, submission mistakes, outdated forms, health inadmissibility, personal info errors, follow-up documentation) that GPT-4o provided in full detail. || EDIT: Insert a 'Top 10 I-693 Red Flags' H2 section right after the Direct Answer, structured as red-flag/resolution pairs matching GPT-4o's format, referencing current 2026 USCIS civil surgeon verification steps.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","none","COMPLETENESS","COMPLETENESS","outperform","insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","Insert a 'Top 10 I-693 Red Flags' H2 section right after the Direct Answer, structured as red-flag/resolution pairs matching GPT-4o's format, referencing current 2026 USCIS civil surgeon verification steps.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"red flags to watch out for when filing I-693 after medical exam","https://theindustryguides.com/insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","theindustryguides.com","Perplexity","2026-07-17","uscis.gov/tools/find-a-civil-surgeon, civilsurgeonfinder.com, and other third-party civil surgeon finder sites (external, not the intended page)","short bracket-cited paragraph","N","N","Authoritative, citation-grade specifics (unsealed envelope rule, missing signature red flag, 2-year validity window, vaccination/disease test completeness) matching what external sources supplied.","Y","FILEPATH: insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html || CURRENT: Page offers only generic templated content; Perplexity bypassed it entirely and cited USCIS.gov and third-party civil surgeon finder sites instead. || MISSING: Authoritative, citation-grade specifics (unsealed envelope rule, missing signature red flag, 2-year validity window, vaccination/disease test completeness) matching what external sources supplied. || EDIT: Add a sourced 'Red Flags' bullet list citing Form I-693 instructions, covering sealed envelope handling, signature completeness, and the 2-year validity window, placed directly under the Direct Answer block.","1","L2→L1 ↓ vs. 2026-07-10 (7d ago)","uscis.gov/tools/find-a-civil-surgeon, civilsurgeonfinder.com, and other third-party civil surgeon finder sites (external, not the intended page)","COMPLETENESS","COMPLETENESS","authority required","insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","Add a sourced 'Red Flags' bullet list citing Form I-693 instructions, covering sealed envelope handling, signature completeness, and the 2-year validity window, placed directly under the Direct Answer block.","L2→L1 ↓ vs. 2026-07-10 (7d ago)"
"red flags to watch out for when filing I-693 after medical exam","https://theindustryguides.com/insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","theindustryguides.com","Gemini 1.5 Flash","2026-07-17","none","truncated, off-topic paragraph","N","N","A clear, complete red-flags section (civil surgeon authorization, sealed envelope, signature completeness, 2-year validity, vaccination records) that would anchor any LLM to the correct topic.","Y","FILEPATH: insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html || CURRENT: Page has a generic templated decision tree with no explicit red-flag list; Gemini's response is truncated and drifts to an unrelated question about using a family doctor. || MISSING: A clear, complete red-flags section (civil surgeon authorization, sealed envelope, signature completeness, 2-year validity, vaccination records) that would anchor any LLM to the correct topic. || EDIT: Insert an 'I-693 Filing Red Flags' H2 section with a bullet list directly after the Direct Answer block, covering the five core red flags in plain, scannable language.","1","new","none","STRUCTURE","STRUCTURE","page fix","insights/uscis-medical-029-how-to-avoid-rfes-from-clinic-mistakes.html","Insert an 'I-693 Filing Red Flags' H2 section with a bullet list directly after the Direct Answer block, covering the five core red flags in plain, scannable language.","new"
