Query,Intended Winner Page,Surface,Model,Date,Cited Sources,Answer Shape,Reused My Phrasing (Y/N),Used My Logic (Y/N),Gap Found,Patch Needed (Y/N),Fix Recommendation,Progress Level (1-4),Week-over-Week Change,Competitor Authority Signals,Gap Type,Primary Fix Type,Action Tier,Repo File Path,Edit Instruction,Week Over Week
"does TRT affect fertility and sperm count","TRT and Fertility: What to Ask","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does TRT affect fertility and sperm count under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does TRT affect fertility and sperm count' in top 300 words. || EDIT: Add H2 'Direct Answer: does TRT affect fertility and sperm count' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does TRT affect fertility and sperm count under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does TRT affect fertility and sperm count' in top 300 words. || EDIT: Add H2 'Direct Answer: does TRT affect fertility and sperm count' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"does TRT affect fertility and sperm count","TRT and Fertility: What to Ask","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does TRT affect fertility and sperm count under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does TRT affect fertility and sperm count' in top 300 words. || EDIT: Add H2 'Direct Answer: does TRT affect fertility and sperm count' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does TRT affect fertility and sperm count under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does TRT affect fertility and sperm count' in top 300 words. || EDIT: Add H2 'Direct Answer: does TRT affect fertility and sperm count' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"does insurance cover testosterone replacement therapy","Does Insurance Cover TRT","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"does insurance cover testosterone replacement therapy","Does Insurance Cover TRT","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"does insurance cover testosterone replacement therapy","Does Insurance Cover TRT","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does insurance cover testosterone replacement therapy under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does insurance cover testosterone replacement therapy' in top 300 words. || EDIT: Add H2 'Direct Answer: does insurance cover testosterone replacement therapy' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"does testosterone therapy raise blood pressure","TRT and Blood Pressure: What to Ask","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"does testosterone therapy raise blood pressure","TRT and Blood Pressure: What to Ask","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"does testosterone therapy raise blood pressure","TRT and Blood Pressure: What to Ask","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for does testosterone therapy raise blood pressure under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'does testosterone therapy raise blood pressure' in top 300 words. || EDIT: Add H2 'Direct Answer: does testosterone therapy raise blood pressure' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","Y","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"how do I verify a TRT clinic's credentials and licensing","How to Check a Clinic's Credentials","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how do I verify a TRT clinic's credentials and licensing under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how do I verify a TRT clinic's credentials and licensing' in top 300 words. || EDIT: Add H2 'Direct Answer: how do I verify a TRT clinic's credentials and licensing' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"how long until TRT works","TRT Results Timeline: What to Expect","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how long until TRT works under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how long until TRT works' in top 300 words. || EDIT: Add H2 'Direct Answer: how long until TRT works' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' in top 300 words. || EDIT: Add H2 'Direct Answer: how to micro dose testosterone cypionate to avoid the need for an aromatase inhibitor' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"protocol for hcg with trt to prevent testicular atrophy and maintain fertility","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for protocol for hcg with trt to prevent testicular atrophy and maintain fertility under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'protocol for hcg with trt to prevent testicular atrophy and maintain fertility' in top 300 words. || EDIT: Add H2 'Direct Answer: protocol for hcg with trt to prevent testicular atrophy and maintain fertility' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Perplexity","2026-08-19","","Structured guide with bulleted criteria and checklist","N","Y","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","3","L3 unchanged vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3 unchanged vs. 2026-08-12 (7d ago)"
"trt vs enclomiphene which is better for a 30 year old with low t","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","Gemini 1.5 Flash","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for trt vs enclomiphene which is better for a 30 year old with low t under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'trt vs enclomiphene which is better for a 30 year old with low t' in top 300 words. || EDIT: Add H2 'Direct Answer: trt vs enclomiphene which is better for a 30 year old with low t' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
"what is scrotal cream and is it more effective than standard trt gel","TRT Clinic Evaluation Framework & Monitoring Questions","theindustryguides.com","OpenAI GPT-4o","2026-08-19","","Structured guide with bulleted criteria and checklist","N","N","Missing direct structured answer entity matching user query string at top of page.","Y","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for what is scrotal cream and is it more effective than standard trt gel under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'what is scrotal cream and is it more effective than standard trt gel' in top 300 words. || EDIT: Add H2 'Direct Answer: what is scrotal cream and is it more effective than standard trt gel' with 3-row structured comparison table and decision checklist before provider evaluation section.","1","L3→L1 ↓ vs. 2026-08-12 (7d ago)","","weak incumbent","structure","free win","trt/index.html","FILEPATH: trt/index.html || CURRENT: Page outlines evaluation criteria for what is scrotal cream and is it more effective than standard trt gel under general H2 verification headers. || MISSING: Direct answer table and bulleted decision framework addressing 'what is scrotal cream and is it more effective than standard trt gel' in top 300 words. || EDIT: Add H2 'Direct Answer: what is scrotal cream and is it more effective than standard trt gel' with 3-row structured comparison table and decision checklist before provider evaluation section.","L3→L1 ↓ vs. 2026-08-12 (7d ago)"
